Student_ID,College_Name,College_Tier,Department,CGPA,Domain,Program_Type,Program_Duration,Program_Completed,Hackathons_Attended,Project_Demo_Events,Workshops_Attended,Python_Projects,DataScience_Projects,BI_Projects,ML_Projects,DL_Projects,NLP_Projects,GenAI_Projects,AgenticAI_Projects,Posts_Per_Month,Posts_Per_Quarter,Posts_Per_Year,Project_Demo_Posts,Post_Type,Post_Category,Has_Github_Link,Has_App_Link,Avg_Likes_Current,Avg_Likes_Previous,Followers,Leads_Generated,Job_Inquiries,Like_Growth_%,Engagement_Rate,Project_Variation_Score,Demo_to_Post_Ratio,Posting_Consistency_Score,Exposure_Score,Execution_Score,Visibility_Score,Missing_Score,Completeness_Score,Placement_Readiness_Score
18834,Tier2_Engg,,ECE,7.05,DS,Internship,5,1,6,6,0,4,2,3,4,2,0,1,1,11,15,17,7,Image,Internship,0.0,0.0,1697.0,735,6924,154,,1.3070652173913044,0.24505415162454874,7,1.0,1.375,12,22,18667,0.04878048780487805,0.9512195121951219,62.179195121951224
18835,Tier3_College,3.0,ECE,5.05,,Workshop,1,1,6,6,2,3,0,1,0,0,0,2,1,11,14,36,8,,Project,1.0,1.0,1704.0,172,9417,140,21.0,8.855491329479769,0.18093013378636652,4,1.1428571428571428,1.375,14,8,18744,0.04878048780487805,0.9512195121951219,50.25619512195122
18836,NIT,2.0,IT,8.26,nan,Internship,10,0,8,5,6,2,0,0,3,1,1,2,0,8,27,67,4,Image,Learning,0.0,1.0,794.0,1161,8606,18,,-0.3158347676419966,0.0922504937841292,5,0.6666666666666666,1.0,19,19,6352,0.024390243902439025,0.975609756097561,54.108097560975615
18837,Tier4_College,2.0,Civil,9.15,DS,Workshop,3,0,6,2,6,2,4,0,0,1,2,1,1,1,16,109,1,Video,Learning,0.0,0.0,,1285,643,186,,-0.8475894245723172,0.3027950310559006,6,0.3333333333333333,0.125,14,14,195,0.04878048780487805,0.9512195121951219,37.707195121951216
18838,Tier3_College,3.0,CSE,6.44,GenAI,Workshop,11,0,9,5,2,4,2,2,4,2,2,1,0,4,5,58,0,,Learning,1.0,0.0,819.0,483,7454,135,7.0,0.6942148760330579,0.10985915492957747,7,0.0,0.5,16,28,3276,0.024390243902439025,0.975609756097561,57.032097560975615
18839,Tier4_College,2.0,Mechanical,5.06,,Internship,2,1,9,9,2,1,2,0,0,2,2,2,1,1,29,65,1,Video,Project,1.0,0.0,,960,1884,108,48.0,-0.9323621227887617,0.03395225464190981,6,0.1,0.125,20,12,64,0.04878048780487805,0.9512195121951219,41.576195121951216
18840,Tier4_College,,nan,8.88,AI,Internship,8,1,9,4,1,0,2,2,0,0,1,0,0,2,29,52,3,Carousel,Project,0.0,0.0,,1450,2220,147,,-0.2377670572019297,0.4975236380009005,3,0.6,0.25,14,13,2210,0.07317073170731707,0.926829268292683,38.478292682926835
18841,NIT,3.0,IT,8.18,AI,Internship,9,0,3,2,1,2,2,1,3,2,2,1,1,7,22,26,5,,Internship,1.0,0.0,705.0,708,7264,178,15.0,-0.004231311706629055,0.09704060564349622,8,1.6666666666666667,0.875,6,23,4935,0.024390243902439025,0.975609756097561,43.691097560975614
18842,NIT,3.0,nan,8.88,nan,Bootcamp,8,1,7,5,3,3,0,2,4,0,2,2,0,10,14,35,9,,Internship,1.0,1.0,1075.0,1319,259,6,11.0,-0.18484848484848485,4.134615384615385,5,1.5,1.25,15,21,10750,0.024390243902439025,0.975609756097561,56.50609756097561
18843,Tier4_College,1.0,IT,7.69,GenAI,Fellowship,5,0,6,4,5,0,1,1,0,2,2,0,1,9,21,96,9,Text,Internship,0.0,0.0,975.0,623,4075,108,,0.5641025641025641,0.23920510304219825,5,1.8,1.125,15,12,8775,0.024390243902439025,0.975609756097561,45.53109756097561
18844,IIT,3.0,ECE,7.3,AI,Fellowship,10,1,2,1,2,0,3,3,1,0,2,1,0,7,28,10,9,,Internship,0.0,0.0,359.0,310,7917,132,,0.15755627009646303,0.04533973225562011,5,4.5,0.875,5,20,2513,0.04878048780487805,0.9512195121951219,37.025195121951214
18845,Tier4_College,3.0,Mechanical,6.1,GenAI,Bootcamp,11,1,4,9,2,2,1,0,3,1,1,0,0,6,11,28,8,,Project,,0.0,61.0,1173,3400,140,16.0,-0.9471890971039182,0.017935901205527786,5,0.8,0.75,15,19,366,0.04878048780487805,0.9512195121951219,43.87819512195122
18846,Tier4_College,4.0,IT,5.39,,Bootcamp,4,0,1,9,2,0,1,3,4,1,0,2,1,7,17,108,5,,Achievement,1.0,0.0,908.0,1438,6080,77,36.0,-0.3683113273106324,0.14931754645617498,6,0.5,0.875,12,16,6356,0.04878048780487805,0.9512195121951219,43.86819512195122
18847,NIT,2.0,ECE,7.36,GenAI,Bootcamp,3,1,9,2,5,4,4,2,4,0,0,2,1,1,15,57,0,Video,Achievement,1.0,0.0,,1321,2572,181,43.0,0.3978819969742814,0.7178390983287991,6,0.0,0.125,16,20,1847,0.024390243902439025,0.975609756097561,47.60309756097561
18848,Tier2_Engg,,ECE,9.34,DS,Workshop,9,1,8,7,5,1,2,0,1,1,2,1,1,9,18,89,1,Text,Internship,1.0,0.0,1222.0,377,5298,149,31.0,2.2354497354497354,0.23060954897150407,7,0.125,1.125,20,18,10998,0.024390243902439025,0.975609756097561,58.754097560975616
18849,Tier3_College,3.0,Civil,5.3,,Fellowship,8,1,5,4,0,1,2,1,3,1,1,0,1,11,26,34,3,,Project,,1.0,1213.0,1358,7043,55,38.0,-0.10669610007358352,0.17220329358319136,7,0.6,1.375,9,18,13343,0.07317073170731707,0.926829268292683,49.61129268292683
18850,NIT,3.0,ECE,9.95,GenAI,Fellowship,11,1,6,2,5,0,1,2,1,1,0,2,0,6,26,65,5,,Internship,0.0,0.0,1280.0,42,4779,69,,28.790697674418606,0.26778242677824265,5,1.6666666666666667,0.75,13,18,7680,0.04878048780487805,0.9512195121951219,48.192195121951215
18851,IIT,,CSE,9.73,GenAI,Internship,1,1,1,7,5,1,1,0,1,2,0,0,0,10,5,49,6,Image,Project,1.0,1.0,1091.0,568,3933,13,46.0,0.9191564147627417,0.2773258769700051,4,0.75,1.25,13,6,10910,0.024390243902439025,0.975609756097561,39.66609756097561
18852,Tier3_College,,Civil,8.2,nan,Internship,11,0,1,9,5,2,0,1,4,1,0,1,0,10,22,116,7,Video,Internship,,,784.0,101,1313,26,9.0,6.696078431372549,0.5966514459665144,5,0.7,1.25,15,20,7840,0.07317073170731707,0.926829268292683,52.10829268292683
18853,NIT,2.0,Civil,9.57,GenAI,Fellowship,11,1,8,5,7,2,0,3,0,0,1,1,1,1,12,115,4,nan,Internship,1.0,0.0,,1301,2009,113,39.0,0.18509984639016897,0.7671641791044777,5,0.6666666666666666,0.125,20,19,1542,0.024390243902439025,0.975609756097561,50.29809756097561
18854,NIT,4.0,CSE,7.77,nan,Workshop,9,1,0,4,1,2,3,1,0,0,1,1,1,10,16,51,2,,Achievement,1.0,0.0,1297.0,1275,1130,5,3.0,0.017241379310344827,1.1467727674624226,6,0.4,1.25,5,18,12970,0.024390243902439025,0.975609756097561,45.72609756097561
18855,Tier2_Engg,2.0,CSE,7.02,AI,Fellowship,9,1,3,6,5,3,2,3,0,0,2,0,0,11,17,72,5,nan,Internship,0.0,0.0,356.0,194,4044,148,,0.8307692307692308,0.08800988875154511,4,0.7142857142857143,1.375,14,19,3916,0.024390243902439025,0.975609756097561,46.67209756097561
18856,IIT,3.0,nan,7.86,DS,Internship,8,1,8,6,2,3,1,2,3,2,1,0,0,4,28,101,7,,Learning,0.0,0.0,1705.0,904,5817,143,,0.8850828729281768,0.2930560330010313,6,1.0,0.5,16,20,6820,0.04878048780487805,0.9512195121951219,52.332195121951216
18857,IIT,1.0,IT,9.38,AI,Workshop,7,0,4,0,2,0,3,2,2,2,1,1,1,1,10,36,2,nan,Internship,1.0,1.0,,383,9928,52,31.0,0.9427083333333334,0.07503273240004028,7,2.0,0.125,6,19,745,0.024390243902439025,0.975609756097561,35.50109756097561
18858,NIT,3.0,nan,9.79,nan,Workshop,1,0,3,5,4,2,3,2,3,1,1,2,0,6,10,85,2,,Learning,1.0,0.0,1718.0,501,1410,143,46.0,2.4243027888446216,1.2175761871013466,7,0.3333333333333333,0.75,12,15,10308,0.024390243902439025,0.975609756097561,47.06409756097561
18859,Tier2_Engg,3.0,IT,9.19,DS,Fellowship,3,1,2,4,7,2,4,0,3,2,0,0,1,10,12,64,2,,Internship,0.0,1.0,1070.0,945,3762,84,,0.1321353065539112,0.2843475950039862,5,0.4,1.25,13,15,10700,0.04878048780487805,0.9512195121951219,48.212195121951225
18860,NIT,3.0,nan,5.9,,Fellowship,9,1,5,9,3,4,2,1,1,2,1,1,0,10,29,24,0,,Achievement,0.0,1.0,1495.0,80,9038,90,,17.469135802469136,0.16539440203562342,7,0.0,1.25,17,21,14950,0.07317073170731707,0.926829268292683,62.21829268292683
18861,Tier4_College,3.0,CSE,7.96,AI,Bootcamp,5,0,0,7,0,2,2,3,4,0,1,1,0,5,19,11,0,,Learning,1.0,,464.0,868,8927,44,35.0,-0.46490218642117376,0.05197132616487455,6,0.0,0.625,7,18,2320,0.04878048780487805,0.9512195121951219,36.832195121951216
18862,Tier4_College,3.0,IT,7.22,GenAI,Fellowship,4,1,0,0,0,0,4,3,4,1,2,1,0,4,12,39,1,,Project,1.0,1.0,1779.0,1194,1139,180,9.0,0.4895397489539749,1.5605263157894738,6,1.0,0.5,0,19,7116,0.024390243902439025,0.975609756097561,35.87209756097561
18863,Tier2_Engg,2.0,CSE,7.41,DS,Internship,10,1,8,5,1,0,0,3,0,1,2,2,0,10,28,90,0,Text,Achievement,1.0,0.0,1751.0,1096,1999,165,18.0,0.5970829535095715,0.8755,4,0.0,1.25,14,18,17510,0.0,1.0,59.510000000000005
18864,NIT,4.0,CSE,7.14,AI,Workshop,11,1,9,1,2,4,2,2,2,1,2,1,1,11,29,88,4,,Project,1.0,0.0,52.0,626,5355,32,7.0,-0.9154704944178629,0.009708737864077669,8,2.0,1.375,12,26,572,0.024390243902439025,0.975609756097561,48.328097560975614
18865,Tier2_Engg,3.0,nan,5.34,,Workshop,1,0,9,1,0,2,1,3,0,1,1,0,1,9,11,13,2,,Internship,0.0,0.0,1946.0,268,1507,182,,6.237918215613383,1.290450928381963,6,1.0,1.125,10,10,17514,0.07317073170731707,0.926829268292683,46.78229268292682
18866,NIT,3.0,ECE,9.23,GenAI,Workshop,9,1,5,2,0,1,4,1,4,2,1,2,0,2,10,24,4,,Achievement,1.0,0.0,,1245,9190,120,34.0,0.28651685393258425,0.1743009465781743,7,1.3333333333333333,0.25,7,24,3204,0.04878048780487805,0.9512195121951219,43.716195121951216
18867,NIT,,IT,9.89,GenAI,Fellowship,7,1,4,7,3,4,4,3,2,0,1,0,0,2,24,61,2,nan,Project,,0.0,,681,3536,56,38.0,0.24486803519061584,0.23975120158326266,5,0.25,0.25,14,21,1696,0.07317073170731707,0.926829268292683,45.964292682926825
18868,Tier4_College,2.0,Civil,6.05,nan,Internship,3,1,4,4,5,1,3,2,4,1,1,1,0,10,17,30,3,nan,Internship,,1.0,936.0,484,9077,76,9.0,0.931958762886598,0.10310641110376735,7,0.6,1.25,13,16,9360,0.024390243902439025,0.975609756097561,48.11609756097561
18869,Tier3_College,3.0,Civil,8.11,nan,Workshop,2,1,0,8,5,3,3,2,4,0,1,1,0,10,22,103,0,,Achievement,0.0,0.0,651.0,1460,3267,49,,-0.5537303216974675,0.1992044063647491,6,0.0,1.25,13,16,6510,0.04878048780487805,0.9512195121951219,45.02219512195121
18870,IIT,3.0,IT,7.68,GenAI,Fellowship,3,0,9,1,0,1,4,3,0,1,1,1,0,10,6,89,0,,Achievement,1.0,0.0,1334.0,348,7316,1,48.0,2.825214899713467,0.18231515648489818,6,0.0,1.25,10,14,13340,0.024390243902439025,0.975609756097561,47.096097560975615
18871,IIT,1.0,IT,9.48,AI,Workshop,4,0,0,0,1,2,3,3,2,2,0,1,1,3,10,36,9,Carousel,Project,1.0,0.0,1901.0,45,178,125,28.0,40.34782608695652,10.620111731843576,7,9.0,0.375,1,18,5703,0.0,1.0,34.703
18872,Tier2_Engg,2.0,IT,8.52,AI,Internship,3,1,4,5,0,0,2,3,1,0,1,2,1,11,10,102,1,Video,Achievement,1.0,0.0,350.0,1325,8043,107,10.0,-0.7352941176470589,0.04351069119840875,6,0.16666666666666666,1.375,9,13,3850,0.0,1.0,35.85
18873,IIT,4.0,IT,8.75,DS,Fellowship,2,1,1,4,7,1,4,3,3,1,2,1,1,5,11,42,5,,Project,1.0,0.0,1855.0,1457,1668,52,35.0,0.2729766803840878,1.1114439784301977,8,1.0,0.625,12,18,9275,0.024390243902439025,0.975609756097561,49.03109756097561
18874,Tier4_College,2.0,ECE,9.76,AI,Workshop,6,0,5,2,0,2,3,2,2,1,0,2,0,6,16,53,4,Text,Achievement,1.0,0.0,966.0,514,4725,58,43.0,0.8776699029126214,0.20440118493440543,6,1.3333333333333333,0.75,7,18,5796,0.0,1.0,40.796
18875,Tier3_College,3.0,CSE,8.32,GenAI,Workshop,4,1,7,6,5,3,1,3,3,2,0,0,1,8,8,29,7,,Project,1.0,0.0,675.0,984,9709,60,41.0,-0.31370558375634516,0.06951596292481978,6,1.0,1.0,18,17,5400,0.024390243902439025,0.975609756097561,50.15609756097561
18876,NIT,3.0,IT,7.27,DS,Internship,8,1,8,2,7,3,0,3,1,0,1,0,0,7,9,54,3,,Internship,1.0,,1581.0,1487,8391,148,47.0,0.06317204301075269,0.18839370829361296,4,1.0,0.875,17,16,11067,0.04878048780487805,0.9512195121951219,53.579195121951216
18877,NIT,3.0,nan,5.26,,Internship,2,1,0,3,1,3,2,3,4,0,1,2,1,6,7,43,7,,Achievement,0.0,1.0,1109.0,766,9725,2,,0.4471968709256845,0.1140242648570841,7,1.75,0.75,4,18,6654,0.07317073170731707,0.926829268292683,37.92229268292683
18878,Tier4_College,4.0,IT,9.53,AI,Internship,1,1,5,5,1,3,3,3,1,2,2,1,1,5,5,27,1,,Project,1.0,0.0,655.0,130,4830,165,28.0,4.00763358778626,0.1355826950941834,8,0.16666666666666666,0.625,11,17,3275,0.024390243902439025,0.975609756097561,41.03109756097561
18879,IIT,4.0,CSE,7.95,DS,Fellowship,2,1,3,3,3,1,0,3,4,2,2,2,1,2,28,56,2,,Learning,0.0,0.0,,1348,468,190,,0.4462564862861379,4.157782515991471,7,0.5,0.25,9,17,3900,0.07317073170731707,0.926829268292683,39.16829268292683
18880,NIT,2.0,CSE,8.41,AI,Internship,5,1,8,9,7,4,0,1,3,0,0,2,0,2,14,58,5,Image,Project,1.0,,,426,1148,97,4.0,3.4192037470725993,1.6414273281114011,4,0.5,0.25,24,15,3772,0.04878048780487805,0.9512195121951219,52.284195121951214
18881,IIT,4.0,CSE,7.53,GenAI,Internship,5,1,4,3,6,4,0,0,1,2,2,1,1,8,27,82,2,,Learning,1.0,0.0,1442.0,1309,3132,165,33.0,0.10152671755725191,0.4602617299712735,6,0.5,1.0,13,16,11536,0.024390243902439025,0.975609756097561,50.29209756097561
18882,Tier4_College,4.0,nan,6.97,GenAI,Bootcamp,8,1,2,7,3,0,3,3,1,2,2,1,1,3,14,28,9,,Project,1.0,0.0,1915.0,393,4077,39,13.0,3.8629441624365484,0.46959293771456595,7,1.125,0.375,12,21,5745,0.024390243902439025,0.975609756097561,48.50109756097561
18883,NIT,2.0,Mechanical,7.52,AI,Workshop,1,1,4,6,3,1,0,3,0,1,2,2,1,11,8,96,6,Image,Achievement,1.0,1.0,883.0,637,6676,37,42.0,0.38557993730407525,0.13224502021866108,6,0.8571428571428571,1.375,13,11,9713,0.0,1.0,43.713
18884,Tier2_Engg,,Civil,5.24,,Internship,11,1,3,3,6,3,1,3,4,0,1,0,0,8,23,95,1,Video,Internship,,1.0,1976.0,1314,4580,174,6.0,0.5034220532319391,0.4313468674961799,5,0.25,1.0,12,23,15808,0.07317073170731707,0.926829268292683,60.076292682926834
18885,Tier3_College,4.0,nan,8.99,GenAI,Bootcamp,8,1,4,0,3,2,3,0,0,2,2,0,1,10,16,81,0,,Project,,0.0,1761.0,1499,1762,149,48.0,0.17466666666666666,0.9988655700510494,5,0.0,1.25,7,18,17610,0.04878048780487805,0.9512195121951219,52.12219512195122
18886,IIT,2.0,IT,5.79,,Workshop,10,1,0,0,0,4,2,2,3,2,2,0,1,7,13,61,7,Carousel,Achievement,1.0,1.0,1431.0,600,6579,147,19.0,1.382695507487521,0.2174772036474164,7,7.0,0.875,0,26,10017,0.024390243902439025,0.975609756097561,45.77309756097561
18887,IIT,3.0,ECE,6.66,AI,Bootcamp,8,1,1,7,1,0,3,1,4,1,0,0,1,6,29,30,0,,Learning,1.0,0.0,1469.0,681,284,192,7.0,1.155425219941349,5.15438596491228,5,0.0,0.75,9,18,8814,0.024390243902439025,0.975609756097561,45.57009756097561
18888,IIT,4.0,ECE,5.43,,Internship,9,1,3,7,0,4,0,0,3,2,2,2,1,6,12,45,7,,Project,1.0,0.0,847.0,139,8688,64,35.0,5.057142857142857,0.09747957187248245,6,0.875,0.75,10,23,5082,0.04878048780487805,0.9512195121951219,47.594195121951216
18889,IIT,3.0,CSE,9.1,GenAI,Fellowship,4,1,3,9,0,0,0,2,2,2,2,1,1,11,18,36,3,,Project,1.0,0.0,890.0,731,3343,86,42.0,0.21721311475409835,0.2661483253588517,6,0.3,1.375,12,14,9790,0.024390243902439025,0.975609756097561,45.54609756097561
18890,Tier4_College,4.0,ECE,5.84,,Workshop,11,1,6,9,6,1,0,2,3,2,2,1,1,11,12,105,4,,Internship,,1.0,1317.0,1012,551,135,27.0,0.3010858835143139,2.385869565217391,7,0.4,1.375,21,23,14487,0.07317073170731707,0.926829268292683,67.75529268292684
18891,Tier4_College,3.0,Civil,6.99,nan,Bootcamp,3,0,0,9,2,2,4,2,2,2,0,1,0,4,25,11,2,,Internship,0.0,0.0,820.0,703,6025,53,,0.16619318181818182,0.13607699966810488,6,0.2,0.5,11,16,3280,0.04878048780487805,0.9512195121951219,39.792195121951224
18892,Tier4_College,3.0,IT,7.08,nan,Bootcamp,9,1,4,8,5,0,4,3,1,2,1,2,0,8,15,96,3,,Achievement,1.0,0.0,777.0,165,1690,57,10.0,3.6867469879518073,0.459491425192194,6,0.3333333333333333,1.0,17,22,6216,0.024390243902439025,0.975609756097561,54.97209756097561
18893,Tier4_College,2.0,ECE,6.58,DS,Bootcamp,5,0,5,3,3,4,0,2,3,0,1,2,1,2,3,44,6,Image,Learning,1.0,0.0,,1025,4293,136,10.0,0.34502923976608185,0.32114578481602235,6,1.5,0.25,11,18,2758,0.024390243902439025,0.975609756097561,41.51409756097561
18894,NIT,3.0,Civil,9.3,GenAI,Internship,11,1,1,8,2,3,4,0,4,1,1,2,0,4,12,31,1,,Learning,0.0,1.0,210.0,339,938,20,,-0.37941176470588234,0.22364217252396165,6,0.1111111111111111,0.5,11,26,840,0.04878048780487805,0.9512195121951219,47.352195121951226
18895,Tier4_College,3.0,Civil,8.86,GenAI,Workshop,2,1,4,2,6,2,3,3,4,1,0,0,1,2,13,29,2,,Learning,0.0,1.0,,1104,2660,64,,-0.8633484162895928,0.05636978579481398,6,0.6666666666666666,0.25,12,16,300,0.07317073170731707,0.926829268292683,37.56829268292683
18896,NIT,4.0,Mechanical,8.72,AI,Workshop,11,1,8,5,7,3,4,3,3,0,1,0,0,5,13,106,0,,Project,0.0,0.0,1221.0,1368,1473,166,,-0.10737764791818846,0.8283582089552238,5,0.0,0.625,20,25,6105,0.04878048780487805,0.9512195121951219,60.61719512195123
18897,Tier2_Engg,3.0,Mechanical,6.13,AI,Bootcamp,3,0,1,2,4,3,4,3,1,1,2,2,0,7,29,101,3,,Project,1.0,1.0,1510.0,551,2769,86,22.0,1.7373188405797102,0.5451263537906137,7,1.0,0.875,7,19,10570,0.024390243902439025,0.975609756097561,46.32609756097561
18898,Tier4_College,1.0,ECE,5.95,,Fellowship,8,1,3,4,4,2,3,3,0,0,0,1,0,9,18,78,3,Text,Internship,1.0,0.0,444.0,1281,5917,189,19.0,-0.6528861154446178,0.07502534640081109,4,0.6,1.125,11,17,3996,0.024390243902439025,0.975609756097561,41.752097560975606
18899,Tier2_Engg,2.0,Civil,6.23,GenAI,Workshop,11,1,5,9,5,1,4,0,4,1,2,0,0,10,10,22,0,Image,Project,1.0,0.0,583.0,243,9976,104,40.0,1.3934426229508197,0.05843439911797133,5,0.0,1.25,19,23,5830,0.0,1.0,57.83
18900,Tier4_College,3.0,CSE,6.93,nan,Workshop,11,1,9,7,1,1,0,1,3,1,2,1,1,11,24,24,2,,Achievement,0.0,0.0,1655.0,1143,1327,136,,0.44755244755244755,1.2462349397590362,7,0.25,1.375,17,21,18205,0.04878048780487805,0.9512195121951219,65.71719512195122
18901,Tier2_Engg,4.0,Mechanical,7.39,DS,Internship,7,1,2,8,6,4,3,3,0,2,1,0,0,11,26,104,1,,Learning,1.0,0.0,795.0,1060,7835,23,10.0,-0.24976437323279924,0.10145482388973966,5,0.1111111111111111,1.375,16,20,8745,0.024390243902439025,0.975609756097561,54.501097560975616
18902,Tier3_College,4.0,Civil,6.25,AI,Bootcamp,4,1,3,7,6,1,1,0,4,0,0,1,0,3,8,89,1,,Learning,1.0,0.0,337.0,1483,1620,5,21.0,-0.7722371967654986,0.20789636027143737,4,0.125,0.375,16,11,1011,0.024390243902439025,0.975609756097561,37.76709756097561
18903,Tier2_Engg,3.0,Mechanical,7.29,AI,Internship,9,1,8,7,2,1,2,0,0,2,0,0,0,6,13,67,1,,Internship,0.0,0.0,1887.0,418,8053,167,,3.5059665871121717,0.23429351874844798,3,0.125,0.75,17,14,11322,0.04878048780487805,0.9512195121951219,51.834195121951225
18904,NIT,1.0,IT,5.92,,Fellowship,11,1,1,9,7,3,2,2,3,0,0,1,1,2,9,93,4,Image,Achievement,0.0,0.0,,831,7608,115,,0.7487980769230769,0.19108949927717178,6,0.4,0.25,17,23,2908,0.07317073170731707,0.926829268292683,52.17629268292683
18905,IIT,2.0,Civil,6.34,GenAI,Bootcamp,1,0,4,3,1,4,1,3,0,0,1,0,1,11,5,75,3,nan,Achievement,0.0,0.0,1650.0,1194,9977,142,,0.3815899581589958,0.16536380036079373,5,0.75,1.375,8,11,18150,0.024390243902439025,0.975609756097561,46.90609756097562
18906,Tier2_Engg,2.0,Civil,6.3,GenAI,Fellowship,11,1,0,6,6,0,1,3,4,1,2,1,0,5,16,65,8,Image,Internship,1.0,0.0,1628.0,83,4316,92,30.0,18.392857142857142,0.37711373639101226,6,1.1428571428571428,0.625,12,23,8140,0.0,1.0,53.14
18907,IIT,4.0,nan,8.64,GenAI,Fellowship,11,0,6,3,1,1,3,0,3,2,1,0,1,4,27,21,7,,Achievement,1.0,1.0,1518.0,408,7298,65,4.0,2.7139364303178484,0.20797369502671598,6,1.75,0.5,10,22,6072,0.024390243902439025,0.975609756097561,47.828097560975614
18908,Tier3_College,2.0,IT,7.29,GenAI,Internship,7,0,3,8,3,3,0,1,2,0,0,1,0,8,25,66,2,nan,Achievement,1.0,1.0,1430.0,675,394,172,47.0,1.1168639053254439,3.6202531645569622,4,0.2222222222222222,1.0,14,14,11440,0.0,1.0,49.44
18909,Tier3_College,3.0,nan,8.08,DS,Bootcamp,6,1,0,0,6,2,3,0,2,1,2,2,1,9,26,45,8,,Project,1.0,1.0,1953.0,226,914,68,49.0,7.607929515418502,2.134426229508197,7,8.0,1.125,6,19,17577,0.024390243902439025,0.975609756097561,52.33309756097561
18910,NIT,3.0,Mechanical,8.35,AI,Workshop,2,1,6,2,4,0,4,0,1,1,1,2,1,5,24,119,5,,Internship,1.0,1.0,141.0,1185,9764,189,16.0,-0.8802698145025295,0.014439324116743472,6,1.6666666666666667,0.625,12,12,705,0.024390243902439025,0.975609756097561,34.46109756097561
18911,NIT,,IT,5.34,,Bootcamp,9,0,8,3,2,4,3,2,3,1,2,1,0,11,14,99,1,Video,Learning,1.0,0.0,1708.0,727,3186,6,47.0,1.3475274725274726,0.5359272042673361,7,0.25,1.375,13,25,18788,0.04878048780487805,0.9512195121951219,66.30019512195122
18912,Tier2_Engg,,ECE,8.97,DS,Internship,11,1,9,4,2,2,2,3,4,2,2,0,1,7,11,34,9,Text,Achievement,1.0,0.0,1929.0,727,4571,152,9.0,1.651098901098901,0.42191601049868765,7,1.8,0.875,15,27,13503,0.024390243902439025,0.975609756097561,65.2590975609756
18913,Tier4_College,,CSE,6.42,nan,Workshop,9,0,1,0,7,3,4,2,4,2,0,1,1,4,19,23,0,Carousel,Learning,1.0,1.0,211.0,853,1949,17,46.0,-0.7517564402810304,0.1082051282051282,7,0.0,0.5,8,26,844,0.024390243902439025,0.975609756097561,44.60009756097561
18914,Tier3_College,4.0,Mechanical,7.55,GenAI,Fellowship,7,0,8,7,7,4,1,1,3,1,1,1,1,10,4,52,9,,Learning,1.0,0.0,393.0,1236,717,67,34.0,-0.6814874696847211,0.5473537604456824,8,1.125,1.25,22,20,3930,0.024390243902439025,0.975609756097561,55.68609756097561
18915,IIT,4.0,Civil,6.69,AI,Workshop,7,1,5,9,0,0,4,0,3,1,2,1,0,8,24,52,0,,Project,0.0,0.0,1072.0,594,6457,168,,0.8033613445378152,0.16599566429235058,5,0.0,1.0,14,18,8576,0.04878048780487805,0.9512195121951219,50.088195121951216
18916,Tier4_College,4.0,ECE,8.87,GenAI,Bootcamp,4,0,6,3,3,4,3,0,1,2,1,0,1,4,15,89,0,,Learning,1.0,0.0,364.0,239,5909,146,12.0,0.5208333333333334,0.06159052453468697,6,0.0,0.5,12,16,1456,0.024390243902439025,0.975609756097561,39.21209756097561
18917,Tier3_College,4.0,Mechanical,6.14,DS,Internship,7,0,1,9,5,4,3,3,1,2,0,1,1,11,16,11,5,,Learning,,1.0,918.0,1147,4068,144,39.0,-0.1994773519163763,0.22560825755713934,7,0.5,1.375,15,22,10098,0.04878048780487805,0.9512195121951219,56.61019512195122
18918,Tier2_Engg,,CSE,9.82,AI,Bootcamp,9,1,0,8,7,0,1,0,0,1,0,0,0,5,15,62,2,Carousel,Achievement,1.0,1.0,1126.0,913,8043,47,28.0,0.23304157549234136,0.1399801093983093,2,0.2222222222222222,0.625,15,11,5630,0.024390243902439025,0.975609756097561,41.38609756097561
18919,Tier3_College,3.0,Civil,7.0,AI,Bootcamp,10,0,4,8,6,3,0,2,0,2,2,2,1,9,27,51,0,,Internship,0.0,1.0,1029.0,561,9864,124,,0.8327402135231317,0.10430816016218956,6,0.0,1.125,18,22,9261,0.04878048780487805,0.9512195121951219,58.77319512195122
18920,NIT,3.0,IT,8.56,nan,Fellowship,9,1,8,5,1,4,1,3,1,0,0,1,1,8,14,74,2,,Project,1.0,0.0,1411.0,456,8650,53,6.0,2.089715536105033,0.16310253149924864,6,0.3333333333333333,1.0,14,20,11288,0.024390243902439025,0.975609756097561,55.04409756097561
18921,IIT,3.0,CSE,8.21,nan,Internship,9,1,0,1,7,1,1,3,1,2,1,0,0,7,8,61,2,,Internship,1.0,1.0,622.0,1405,1912,48,34.0,-0.5568990042674253,0.3251437532671197,6,1.0,0.875,8,18,4354,0.024390243902439025,0.975609756097561,40.11009756097561
18922,IIT,3.0,nan,8.71,nan,Bootcamp,10,1,7,7,6,1,1,2,4,1,2,0,1,11,26,112,2,,Project,1.0,1.0,686.0,1292,5282,104,11.0,-0.46867749419953597,0.12985046375165626,7,0.25,1.375,20,22,7546,0.024390243902439025,0.975609756097561,59.30209756097561
18923,NIT,4.0,Mechanical,7.76,GenAI,Workshop,5,1,2,1,7,0,2,0,3,0,1,2,1,2,11,51,6,,Achievement,1.0,,,1108,4429,117,29.0,-0.8331830477908025,0.04153498871331828,5,3.0,0.25,10,14,368,0.07317073170731707,0.926829268292683,33.63629268292683
