Program_Type,Mode,Duration,Hours,Subjects,Projects,Tools,Cost,Faculty_Experience,Faculty_Degree,Industry_Background,Company_Background,College_Tier,CGPA,Skill_Before,Skill_After,Placement,Salary,Skill_Improvement,ROI
FullStack,Hybrid,9,356,5,8,1,146937,2,MTech,1,Startup,3,6.6,0,2,1,17,2,11.569584243587387
Advanced,Online,34,497,9,1,6,267688,8,PhD,1,Top,1,8.22,2,2,1,8,0,2.9885538387974058
Basic,Offline,18,164,12,6,8,121889,15,BTech,0,Startup,1,9.35,1,3,1,10,2,8.204185775582703
Advanced,Offline,19,74,7,2,4,305207,10,MTech,1,Top,3,6.76,0,2,1,12,2,3.9317577906142387
FullStack,Offline,35,312,11,3,9,269458,9,PhD,1,Mid,4,9.46,1,2,1,8,1,2.9689228005848776
Basic,Online,1,191,3,9,6,150726,13,MTech,1,Mid,3,5.13,2,3,1,19,1,12.605655295038678
GenAI,Offline,10,70,7,7,9,120161,15,MTech,0,Mid,3,5.95,1,2,1,4,1,3.328867103303068
FullStack,Online,28,124,9,4,2,312857,15,MTech,0,Mid,2,6.5,1,2,0,4,1,1.2785393965933318
FullStack,Offline,24,455,4,8,13,361476,10,MTech,0,Mid,4,9.92,2,3,0,23,1,6.362801403136031
DataScience,Hybrid,15,79,10,2,2,117272,19,PhD,0,Startup,3,7.49,2,1,0,23,-1,19.612524728835528
DataScience,Offline,4,193,8,6,10,144647,8,BTech,0,Mid,3,9.14,2,3,0,5,1,3.4566911169951675
Basic,Online,4,166,9,7,13,95823,6,MTech,1,Mid,4,8.23,1,3,0,22,2,22.958997317971676
GenAI,Online,34,304,5,3,8,378458,17,PhD,0,Top,4,8.23,1,1,0,3,0,0.7926903381616982
Advanced,Hybrid,10,419,6,3,4,88764,2,MTech,0,Top,4,7.53,1,3,1,22,2,24.784822675859584
DataScience,Offline,12,264,6,8,4,127962,15,BTech,1,Startup,4,6.09,1,2,0,7,1,5.470374017286382
GenAI,Offline,8,385,8,8,3,284124,7,PhD,1,Startup,4,6.99,2,2,1,16,0,5.6313440610437695
GenAI,Online,8,299,9,7,6,341318,19,BTech,0,Top,1,5.03,1,3,0,7,2,2.0508733790775757
Basic,Hybrid,12,142,10,6,5,365237,5,BTech,1,Top,4,7.87,1,3,1,13,2,3.5593327072558365
Advanced,Hybrid,11,470,12,1,10,320297,4,BTech,1,Mid,2,6.43,0,1,1,24,1,7.493045517129414
Basic,Offline,8,133,6,4,11,152598,13,PhD,0,Top,4,7.59,0,2,0,13,2,8.519115584738987
GenAI,Hybrid,9,276,10,4,9,147281,17,MTech,0,Startup,3,7.24,0,2,1,22,2,14.937432526938302
Advanced,Offline,18,166,12,4,6,183708,8,MTech,1,Mid,2,7.12,2,3,1,5,1,2.721710540640582
FullStack,Hybrid,1,59,4,5,1,234787,9,PhD,1,Startup,4,6.67,2,1,0,4,-1,1.7036718387304237
DataScience,Offline,23,177,6,6,11,382627,14,PhD,0,Startup,2,6.33,0,1,1,19,1,4.965671528668913
Advanced,Online,22,144,12,6,11,256367,7,MTech,1,Mid,1,7.37,2,2,0,16,0,6.241052865618429
DataScience,Hybrid,1,228,6,6,9,81828,12,MTech,0,Top,4,6.77,1,1,0,17,0,20.775284743608545
FullStack,Offline,25,433,11,7,10,387003,11,MTech,1,Startup,2,9.45,0,1,0,18,1,4.651126735451664
Basic,Offline,5,271,3,4,12,317713,9,BTech,1,Startup,3,5.5,0,1,1,12,1,3.776993701863002
Basic,Online,31,206,11,4,12,288293,17,MTech,1,Top,4,6.21,1,3,0,16,2,5.549909293669981
GenAI,Online,29,383,13,9,13,109517,15,MTech,1,Startup,4,8.88,1,3,1,23,2,21.001305733356464
Basic,Hybrid,11,52,12,3,6,245489,19,BTech,0,Startup,2,5.52,0,2,1,19,2,7.73965432259694
Advanced,Offline,7,107,11,9,1,294273,19,BTech,1,Mid,3,9.13,2,1,0,11,-1,3.7380255748913425
DataScience,Offline,31,486,8,9,5,390273,12,MTech,0,Startup,2,9.12,0,2,1,17,2,4.35592521132643
Advanced,Hybrid,20,59,4,6,4,84077,15,PhD,0,Startup,2,6.22,0,3,0,21,3,24.977104321039047
DataScience,Offline,33,299,11,7,9,107126,18,BTech,0,Top,3,7.5,2,3,1,6,1,5.600881205309635
FullStack,Online,33,372,3,5,5,364923,16,BTech,0,Mid,1,9.97,2,3,1,8,1,2.192243295160897
DataScience,Offline,19,424,9,2,7,154397,4,BTech,1,Mid,4,8.45,0,1,1,6,1,3.886085869544097
GenAI,Hybrid,15,133,12,5,5,112683,1,MTech,0,Mid,3,5.25,0,1,0,4,1,3.5497812447307933
Basic,Hybrid,34,431,4,7,14,21782,11,BTech,1,Startup,1,9.33,2,1,1,6,-1,27.545679919199337
Advanced,Hybrid,8,386,14,6,13,381331,19,BTech,0,Mid,1,6.84,1,3,0,6,2,1.573436201095636
Advanced,Hybrid,4,153,5,1,7,97451,1,PhD,0,Top,2,7.52,2,2,0,6,0,6.156940411078388
Basic,Hybrid,9,448,8,8,8,271350,1,MTech,1,Top,1,5.55,0,3,1,7,3,2.5796941219826794
FullStack,Hybrid,14,85,7,9,3,286665,7,MTech,1,Mid,3,8.9,0,3,1,15,3,5.232588561561404
DataScience,Hybrid,31,264,11,2,2,100312,4,MTech,1,Startup,4,7.02,1,3,0,12,2,11.96267644947763
Advanced,Hybrid,1,200,14,6,2,205718,3,BTech,1,Mid,1,5.28,1,3,1,14,2,6.805432679687729
GenAI,Offline,6,89,7,4,10,263999,7,MTech,1,Startup,2,6.36,2,2,0,19,0,7.196996958321812
Advanced,Hybrid,11,443,10,9,8,23444,10,BTech,0,Startup,3,9.79,2,1,1,5,-1,21.327418529261216
Basic,Offline,5,148,4,6,7,305338,9,BTech,0,Top,1,8.22,1,2,1,7,1,2.2925413803719157
GenAI,Hybrid,4,438,8,4,9,173879,11,BTech,0,Startup,3,9.95,2,2,1,22,0,12.652476722318394
FullStack,Offline,29,453,4,6,2,380412,14,MTech,1,Top,3,7.23,2,1,1,17,-1,4.468839048189857
Advanced,Hybrid,26,73,11,5,7,370855,12,MTech,0,Mid,3,7.54,0,3,1,18,3,4.85364900028313
DataScience,Offline,4,319,7,1,13,183557,3,MTech,0,Mid,4,8.31,1,1,1,21,0,11.440587937261995
GenAI,Online,7,110,14,2,1,334745,1,BTech,1,Startup,3,7.65,1,2,0,6,1,1.7924091472613484
Advanced,Hybrid,26,417,10,4,4,83488,9,MTech,1,Mid,1,9.22,0,1,1,18,1,21.55998466845535
DataScience,Offline,29,292,3,3,10,129411,5,MTech,0,Startup,3,5.54,2,2,0,8,0,6.181854710959655
GenAI,Offline,1,72,5,7,9,355091,13,BTech,0,Mid,4,9.24,0,1,1,10,1,2.8161795145469752
DataScience,Hybrid,14,377,12,9,11,68472,19,BTech,0,Mid,2,5.02,0,3,0,7,3,10.223156910854073
GenAI,Online,15,130,11,6,12,259798,6,PhD,1,Startup,4,5.49,2,2,0,17,0,6.543545369864279
DataScience,Offline,16,317,11,2,14,326127,8,BTech,0,Top,2,8.79,2,2,0,8,0,2.4530321009913316
DataScience,Hybrid,10,256,14,2,6,381067,2,BTech,1,Mid,4,9.76,0,2,0,22,2,5.77326296950405
Advanced,Hybrid,35,378,11,4,1,122975,12,PhD,0,Mid,1,5.72,1,1,0,7,0,5.692213864606628
GenAI,Hybrid,3,440,14,1,9,341777,19,BTech,1,Top,2,9.53,0,1,1,24,1,7.022122612112576
FullStack,Hybrid,29,377,14,8,11,266854,7,MTech,0,Top,2,9.08,1,2,1,24,1,8.993681938438247
DataScience,Offline,9,153,10,8,10,262139,18,BTech,0,Mid,1,6.15,0,1,0,22,1,8.392494058495684
Advanced,Offline,23,192,7,9,12,338139,4,PhD,0,Mid,1,8.99,1,1,0,21,0,6.2104637441998705
Advanced,Hybrid,30,396,3,4,6,111079,9,BTech,0,Startup,4,6.72,1,1,1,22,0,19.805723854193864
GenAI,Hybrid,7,266,9,6,13,343719,11,MTech,0,Mid,4,8.02,0,1,1,8,1,2.327482623887536
Advanced,Online,1,261,5,8,5,110754,9,BTech,0,Top,1,9.95,1,2,1,6,1,5.417411560756271
Basic,Offline,6,196,11,2,13,99294,7,PhD,0,Top,3,6.59,2,2,1,19,0,19.135093761959432
DataScience,Offline,2,338,10,2,2,135955,5,BTech,0,Top,1,5.43,0,1,1,7,1,5.1487624581663045
GenAI,Hybrid,13,495,9,1,5,339307,2,PhD,1,Top,2,8.66,0,2,0,7,2,2.063028466845659
Basic,Offline,3,338,8,1,10,203701,1,MTech,0,Startup,3,6.49,0,1,0,5,1,2.4545780334902627
DataScience,Online,18,429,9,4,6,375654,15,MTech,0,Top,4,5.97,1,2,0,10,1,2.6620240966421225
GenAI,Online,8,484,9,3,12,259615,5,BTech,0,Mid,4,6.47,1,3,0,18,2,6.933343604953488
GenAI,Offline,19,361,10,4,12,255533,3,MTech,0,Top,4,6.6,1,2,1,8,1,3.130711101892906
FullStack,Offline,33,472,8,6,2,298647,19,MTech,0,Mid,4,6.15,2,3,0,11,1,3.683278251581298
Advanced,Online,31,322,12,9,12,365702,17,MTech,1,Startup,1,7.28,1,1,1,10,0,2.7344668609961116
GenAI,Online,32,75,13,2,10,25901,4,BTech,0,Top,3,6.22,2,2,0,21,0,81.07795065827574
Advanced,Hybrid,32,116,6,6,3,154813,11,BTech,1,Top,1,6.47,2,1,0,17,-1,10.980989968542694
Basic,Offline,29,280,6,2,12,70827,15,BTech,1,Top,2,8.56,1,3,1,15,2,21.178364183150496
Advanced,Offline,32,179,5,3,10,91129,9,MTech,0,Top,2,6.8,2,1,0,8,-1,8.778764169474043
FullStack,Online,3,415,9,1,7,32907,1,BTech,0,Startup,4,9.16,2,1,1,18,-1,54.69960798614277
Basic,Online,20,207,9,6,10,56867,7,MTech,0,Startup,4,6.41,0,1,0,4,1,7.033956424639949
FullStack,Offline,30,279,14,3,4,254809,6,PhD,0,Mid,3,6.71,1,3,0,17,2,6.671663873725025
FullStack,Online,30,214,13,2,6,213366,18,PhD,1,Startup,1,9.67,0,2,1,22,2,10.310921140200408
Basic,Offline,33,439,8,3,3,228303,2,BTech,0,Top,4,6.01,1,3,1,13,2,5.694187110988467
FullStack,Hybrid,2,104,10,7,7,26272,12,BTech,0,Top,4,5.73,2,2,0,6,0,22.838002436053593
DataScience,Hybrid,22,60,7,2,11,173292,9,BTech,1,Startup,3,9.56,1,2,0,3,1,1.7311820511044942
Advanced,Online,14,421,10,7,8,61969,13,MTech,1,Startup,3,5.42,1,1,1,10,0,16.13710080846875
Basic,Online,14,189,12,6,7,297955,18,MTech,0,Top,1,5.5,2,2,1,14,0,4.698696111828967
FullStack,Online,18,118,6,1,2,88486,9,MTech,0,Mid,2,5.19,0,1,0,6,1,6.780733675383677
Basic,Online,20,153,10,1,5,237176,1,MTech,0,Startup,2,6.78,2,3,1,10,1,4.216278206901204
FullStack,Hybrid,24,463,6,1,7,200737,5,BTech,1,Startup,2,8.88,0,1,1,21,1,10.46144955837738
Advanced,Hybrid,18,251,4,2,8,277016,18,PhD,1,Top,3,7.23,1,2,1,17,1,6.136829641609149
GenAI,Online,9,432,5,3,8,111352,3,BTech,1,Top,3,8.5,2,2,1,21,0,18.85911344205762
Advanced,Online,15,127,4,8,9,283319,19,PhD,0,Top,3,7.69,1,3,0,15,2,5.294385480677257
FullStack,Hybrid,25,234,9,9,3,30481,2,MTech,0,Startup,4,9.84,1,3,0,16,2,52.49171615104491
FullStack,Hybrid,21,306,14,8,8,280166,7,PhD,0,Top,4,5.31,2,3,0,18,1,6.42476246225452
FullStack,Offline,22,286,8,7,1,361915,15,BTech,0,Top,4,7.33,0,3,1,7,3,1.9341558100658995
Basic,Hybrid,23,346,6,2,3,378042,12,BTech,1,Mid,2,6.87,2,1,0,22,-1,5.81945921352654
Basic,Offline,22,148,3,8,3,277035,7,BTech,0,Top,3,7.48,1,2,1,13,1,4.692547873012435
Basic,Offline,12,272,10,9,4,53913,6,MTech,1,Startup,1,5.74,0,2,0,21,2,38.95164431584219
GenAI,Offline,26,108,14,4,11,91538,13,BTech,1,Top,2,5.47,1,1,1,19,0,20.756407175162227
FullStack,Hybrid,9,74,4,8,13,290143,7,MTech,0,Mid,2,6.85,0,3,0,7,3,2.412603440372506
DataScience,Offline,30,65,8,5,7,318028,14,BTech,1,Top,4,6.71,0,2,1,11,2,3.4588149471115748
Basic,Online,29,427,6,6,12,51367,14,BTech,1,Top,3,5.63,0,1,1,7,1,13.627426168551795
Basic,Offline,15,353,7,3,7,101365,17,PhD,0,Mid,3,7.88,1,2,0,16,1,15.784541015143295
FullStack,Online,24,446,13,4,10,371114,6,BTech,1,Mid,3,6.09,2,3,0,20,1,5.389179605188702
GenAI,Hybrid,6,365,13,2,5,40849,5,PhD,1,Startup,1,9.66,2,3,1,6,1,14.688242062229184
DataScience,Offline,21,127,13,7,10,226672,8,BTech,0,Mid,3,6.95,2,1,0,21,-1,9.264487894402485
Basic,Online,31,368,8,5,11,72012,17,PhD,0,Startup,1,6.17,1,3,1,10,2,13.886574459812254
Advanced,Offline,11,243,11,2,14,335498,1,PhD,0,Mid,1,9.86,1,1,1,7,0,2.086450589869388
DataScience,Online,21,448,13,7,1,119307,5,BTech,1,Startup,3,9.59,0,2,1,19,2,15.925301952106748
DataScience,Hybrid,5,122,12,8,13,304240,3,MTech,1,Startup,1,6.79,0,1,1,9,1,2.958190901919537
DataScience,Offline,25,255,7,5,4,138964,1,MTech,1,Startup,4,7.85,2,1,1,10,-1,7.196108344607237
DataScience,Hybrid,6,325,14,4,11,233487,12,PhD,0,Startup,1,7.3,2,2,0,3,0,1.2848681082886841
DataScience,Hybrid,27,243,14,7,10,131935,16,PhD,0,Top,3,7.84,0,2,0,10,2,7.579489900329707
FullStack,Online,19,242,10,2,3,373963,1,PhD,1,Top,2,9.04,2,3,1,8,1,2.1392490700951696
DataScience,Offline,12,344,3,7,7,109492,14,BTech,1,Startup,2,7.13,0,1,1,23,1,21.006100902349033
DataScience,Online,31,217,10,6,10,97983,16,MTech,1,Mid,1,5.74,2,1,1,9,-1,9.185266832001469
Advanced,Online,3,269,12,4,7,271027,2,PhD,1,Startup,4,6.2,2,2,0,9,0,3.320702365446985
GenAI,Offline,1,151,8,2,5,96806,2,MTech,1,Top,2,9.71,0,3,0,21,3,21.692870276635745
GenAI,Offline,35,466,7,6,12,382623,6,BTech,0,Mid,2,9.62,2,1,0,8,-1,2.090830922343926
Basic,Hybrid,24,298,3,9,6,63148,17,BTech,0,Mid,3,5.52,1,2,1,20,1,31.671628555140302
Basic,Hybrid,8,495,11,3,9,361233,18,MTech,1,Top,4,8.97,2,2,1,3,0,0.8304889088206227
FullStack,Hybrid,29,425,13,3,8,216061,18,PhD,1,Startup,4,8.44,0,1,0,14,1,6.479651579877904
DataScience,Hybrid,7,406,10,4,14,202857,5,PhD,0,Top,3,7.16,1,1,0,6,0,2.9577485617947614
GenAI,Hybrid,19,447,4,9,7,33155,9,PhD,1,Mid,2,6.78,1,3,1,11,2,33.17749962298296
Basic,Hybrid,17,259,5,5,4,265465,4,MTech,1,Top,1,5.11,1,1,0,7,0,2.636882451547285
GenAI,Online,16,464,3,6,3,372075,1,PhD,0,Mid,3,8.58,0,3,1,22,3,5.912786400591279
GenAI,Hybrid,2,267,4,9,8,398593,15,PhD,0,Top,3,5.38,0,2,1,14,2,3.5123547076842794
GenAI,Offline,1,461,14,9,5,253700,1,BTech,0,Mid,2,9.63,1,1,1,12,0,4.729996058336618
Basic,Hybrid,7,203,3,7,11,186477,2,PhD,1,Mid,4,9.16,2,3,1,6,1,3.2175549799707204
DataScience,Online,35,376,7,3,7,95576,9,MTech,0,Mid,4,6.24,0,3,0,7,3,7.324014396919728
Basic,Online,14,390,3,4,11,196535,7,BTech,0,Top,4,9.57,0,2,1,15,2,7.63222835627242
GenAI,Hybrid,1,351,12,4,11,357427,7,MTech,1,Top,4,8.18,1,2,0,8,1,2.238219272746603
DataScience,Offline,7,156,9,9,12,310069,4,MTech,1,Startup,2,8.63,2,1,0,8,-1,2.5800708874476324
GenAI,Online,11,192,10,5,4,384212,6,MTech,0,Top,2,7.78,1,1,1,7,0,1.8219108200680874
GenAI,Hybrid,20,151,6,1,5,102771,12,PhD,0,Top,1,8.67,1,3,0,5,2,4.8651857041383275
Advanced,Hybrid,32,133,8,1,10,333198,9,PhD,1,Mid,4,7.85,2,1,1,24,-1,7.202924387301244
Basic,Offline,15,261,6,5,13,108563,11,BTech,0,Startup,4,8.0,1,3,0,12,2,11.053489678804011
DataScience,Hybrid,34,106,6,2,14,276519,6,PhD,0,Startup,4,6.32,0,1,1,3,1,1.084916407190826
FullStack,Offline,14,216,10,2,6,38191,11,PhD,0,Top,1,7.32,1,3,0,7,2,18.328925663114344
GenAI,Hybrid,3,379,4,9,9,148596,9,MTech,1,Mid,2,7.59,0,3,0,11,3,7.402621874074672
DataScience,Offline,21,86,5,7,4,56069,9,BTech,1,Mid,3,7.29,0,2,0,6,2,10.701100429827534
GenAI,Hybrid,34,111,3,8,9,385503,19,PhD,0,Mid,1,7.28,1,2,0,17,1,4.409823010456468
Advanced,Hybrid,9,137,12,1,4,23875,5,BTech,0,Top,3,9.75,2,1,0,16,-1,67.01570680628272
Advanced,Hybrid,7,281,4,7,5,307875,2,MTech,1,Mid,3,5.64,2,2,1,19,0,6.171335769386927
DataScience,Offline,19,435,5,7,8,373211,16,BTech,1,Mid,1,6.61,2,1,0,8,-1,2.1435595413854363
FullStack,Hybrid,29,157,5,5,8,147707,19,MTech,0,Startup,4,7.25,2,3,1,4,1,2.7080639373895616
Basic,Online,26,304,12,3,7,51161,1,BTech,1,Top,4,6.16,0,3,1,17,3,33.22843572252302
Basic,Online,29,315,11,6,4,172051,3,BTech,1,Top,4,7.37,2,2,0,15,0,8.718345141847475
Basic,Hybrid,4,130,8,6,8,116172,7,BTech,0,Startup,3,5.94,1,1,1,13,0,11.190304031952621
Advanced,Hybrid,17,462,6,1,9,226813,19,BTech,0,Mid,1,5.78,2,3,1,13,1,5.731593868076344
FullStack,Online,28,128,3,6,14,155674,10,BTech,0,Mid,4,7.82,0,2,1,5,2,3.211840127445816
FullStack,Online,26,384,10,2,10,254839,4,PhD,0,Mid,3,6.06,1,2,0,23,1,9.025306173701829
Advanced,Offline,11,365,6,8,13,187453,6,MTech,0,Startup,3,7.54,0,1,1,3,1,1.600401167225918
Basic,Hybrid,35,471,12,6,10,256001,14,PhD,0,Top,3,8.64,2,2,0,12,0,4.68748168952465
FullStack,Online,5,100,7,7,13,79034,3,MTech,1,Mid,4,5.49,2,1,0,5,-1,6.326391173419035
FullStack,Online,35,371,8,7,13,325038,16,BTech,0,Mid,4,6.84,1,1,1,22,0,6.768439382472204
Advanced,Hybrid,30,132,4,1,3,344871,1,MTech,1,Top,4,5.34,1,1,0,14,0,4.059488910346187
Basic,Offline,21,298,5,1,14,323202,8,MTech,1,Startup,3,6.36,1,3,1,6,2,1.8564241557911152
Basic,Offline,16,278,13,4,7,30449,15,BTech,1,Top,4,8.86,2,1,0,14,-1,45.97852146211699
Advanced,Offline,33,253,6,7,11,286117,2,MTech,0,Top,1,9.4,0,3,1,9,3,3.145566324265947
FullStack,Offline,7,189,8,7,7,77284,18,BTech,0,Top,1,7.36,1,3,0,18,2,23.290719942031988
FullStack,Online,28,450,4,9,4,333247,18,PhD,1,Top,4,7.04,0,1,0,5,1,1.5003886006475677
DataScience,Online,8,361,7,5,8,94144,10,PhD,0,Mid,1,9.39,0,3,1,5,3,5.3110129163834126
FullStack,Offline,32,318,9,3,7,132149,13,PhD,0,Mid,1,6.98,0,3,1,16,3,12.107545270868489
Advanced,Hybrid,1,323,9,7,4,158549,5,MTech,0,Top,2,7.6,0,1,1,19,1,11.983676970526462
FullStack,Hybrid,1,270,6,9,11,166330,5,BTech,1,Startup,4,7.09,2,1,1,17,-1,10.220645704322733
Basic,Offline,25,135,14,5,1,315330,8,BTech,1,Top,2,8.35,0,2,1,16,2,5.074049408556116
Basic,Online,35,244,5,9,1,398449,17,PhD,0,Startup,3,9.7,2,3,1,21,1,5.270436116039945
Basic,Hybrid,14,435,13,5,1,199169,15,MTech,0,Mid,3,6.49,0,1,0,11,1,5.522947848309727
GenAI,Offline,29,318,4,9,7,45365,4,PhD,1,Startup,1,7.09,1,3,0,12,2,26.452110657996254
GenAI,Offline,34,97,10,2,2,184078,18,MTech,0,Mid,4,7.86,0,2,1,17,2,9.235215506470082
Advanced,Online,34,232,13,1,10,336620,16,MTech,1,Mid,2,6.73,1,3,0,18,2,5.347275860020201
FullStack,Online,19,199,13,6,6,24870,12,BTech,1,Startup,2,9.24,2,3,1,3,1,12.062726176115802
Basic,Hybrid,15,203,10,4,8,341794,8,BTech,1,Mid,1,7.09,1,1,0,21,0,6.144051680251847
Basic,Hybrid,22,115,4,5,11,321264,12,PhD,0,Top,3,7.68,0,1,1,9,1,2.801434334379202
GenAI,Online,2,451,4,7,2,375089,11,BTech,1,Startup,4,8.24,2,1,1,12,-1,3.1992407135373204
DataScience,Hybrid,12,478,7,2,9,323233,4,PhD,1,Mid,3,5.9,2,3,0,17,1,5.259363988206649
GenAI,Offline,27,125,4,5,5,215055,19,PhD,1,Mid,1,6.17,2,1,1,10,-1,4.64997326265374
Advanced,Offline,11,431,4,7,8,331624,13,MTech,0,Startup,3,9.31,1,3,1,23,2,6.935565580295757
GenAI,Online,26,321,6,8,2,351117,11,MTech,1,Startup,2,7.71,2,3,0,8,1,2.2784427982695226
Advanced,Hybrid,24,122,6,7,11,180781,12,BTech,0,Top,2,8.14,1,3,0,18,2,9.95679855737052
Basic,Offline,34,465,10,8,13,364745,17,MTech,1,Mid,1,5.26,0,2,0,24,2,6.579939409724602
DataScience,Offline,29,178,6,3,1,261206,10,PhD,1,Mid,1,6.4,0,1,0,17,1,6.508273163709869
Advanced,Online,22,457,6,5,2,233051,16,MTech,0,Mid,1,5.47,2,2,0,14,0,6.007268795242243
GenAI,Offline,30,427,4,8,9,320453,17,MTech,0,Top,4,8.16,1,1,1,7,0,2.1844076978527274
Basic,Hybrid,25,185,14,1,6,168646,19,PhD,0,Startup,2,8.75,1,1,1,10,0,5.929580304306061
FullStack,Hybrid,22,149,11,7,3,184425,13,MTech,1,Startup,1,7.2,0,2,0,20,2,10.84451674122272
FullStack,Online,25,408,6,4,2,290404,15,PhD,1,Mid,4,6.49,2,2,1,5,0,1.7217393699811296
FullStack,Offline,35,138,11,3,11,196120,15,BTech,1,Top,2,7.53,0,2,1,16,2,8.158270446665307
Advanced,Hybrid,33,292,14,4,2,323788,2,BTech,1,Startup,3,6.34,1,3,1,12,2,3.7061287014960405
Basic,Hybrid,24,414,13,5,14,196773,15,MTech,0,Mid,4,8.73,1,1,1,23,0,11.688595488202141
DataScience,Online,26,365,4,8,13,287679,12,MTech,0,Startup,3,9.28,2,3,0,12,1,4.171315945898032
DataScience,Offline,22,187,13,4,13,358358,6,PhD,1,Startup,2,6.76,0,1,1,12,1,3.3486067005620077
Basic,Hybrid,20,148,12,5,9,350702,4,BTech,0,Mid,3,7.03,0,3,0,15,3,4.277135573791995
FullStack,Offline,20,179,8,4,4,348240,1,PhD,1,Mid,2,9.06,2,1,1,14,-1,4.020215943027797
FullStack,Hybrid,29,415,9,6,10,30967,19,PhD,0,Mid,4,8.44,0,1,1,7,1,22.604708237801532
FullStack,Online,26,488,7,9,11,292543,6,BTech,1,Mid,3,9.5,2,1,1,20,-1,6.836601798709934
Basic,Online,13,480,3,3,12,150778,15,PhD,0,Mid,3,9.59,2,2,1,3,0,1.9896801920704614
DataScience,Online,18,179,6,9,8,123889,6,BTech,1,Mid,3,6.41,2,3,1,17,1,13.721960787479114
Advanced,Offline,34,330,12,6,12,339132,1,MTech,1,Mid,1,7.58,0,2,1,17,2,5.01279737683262
FullStack,Offline,18,134,13,9,9,73693,5,MTech,1,Top,2,8.14,0,2,1,4,2,5.427923954785394
GenAI,Offline,8,395,6,8,4,176095,11,MTech,1,Startup,3,8.28,1,3,0,6,2,3.4072517675118545
FullStack,Hybrid,23,195,4,6,9,377867,13,PhD,0,Mid,1,6.73,2,2,0,15,0,3.9696506972029844
FullStack,Hybrid,23,336,6,7,11,378100,14,BTech,1,Mid,1,6.77,2,2,0,18,0,4.760645331922771
DataScience,Hybrid,6,301,14,2,14,239881,16,MTech,0,Mid,4,6.98,2,1,0,12,-1,5.002480396529946
FullStack,Offline,32,73,10,8,3,252738,18,PhD,1,Mid,1,6.52,0,1,1,4,1,1.582666635013334
Basic,Offline,1,412,8,6,13,275781,5,MTech,1,Mid,3,5.02,1,1,1,15,0,5.439098415046722
GenAI,Online,3,119,7,3,8,176847,5,MTech,1,Startup,4,9.19,0,3,1,20,3,11.309210786725249
DataScience,Online,15,235,8,4,2,231362,17,PhD,0,Mid,2,6.07,0,3,0,8,3,3.45778477018698
FullStack,Hybrid,25,230,5,8,1,101883,8,PhD,1,Top,3,5.86,0,2,1,13,2,12.759734204921333
Basic,Offline,29,95,5,2,13,363165,13,PhD,0,Top,3,8.82,2,1,1,24,-1,6.608566354136549
Advanced,Hybrid,11,55,13,4,13,111808,7,MTech,1,Startup,3,7.39,1,2,1,10,1,8.943903835145965
FullStack,Offline,25,333,4,5,1,155136,12,MTech,1,Startup,3,9.52,0,3,1,5,3,3.2229785478547854
FullStack,Offline,27,137,6,9,13,159186,7,BTech,0,Top,2,7.58,0,2,1,22,2,13.820310831354515
Basic,Online,6,177,13,8,11,205458,11,PhD,0,Mid,4,7.05,0,1,0,11,1,5.353892279687333
DataScience,Offline,32,230,4,3,2,224613,19,PhD,1,Top,1,8.18,0,3,1,22,3,9.79462453197277
Basic,Hybrid,4,276,8,5,14,152916,6,PhD,0,Top,3,5.57,1,3,0,16,2,10.463260875251772
Advanced,Online,21,252,10,9,4,250390,3,BTech,0,Mid,4,9.1,1,3,0,13,2,5.191900635009386
GenAI,Hybrid,14,495,13,7,4,87953,18,BTech,1,Top,2,8.31,2,1,0,11,-1,12.506679703932782
FullStack,Hybrid,1,225,14,4,14,324763,2,BTech,1,Startup,4,8.32,2,2,0,13,0,4.002919051739268
Advanced,Online,18,213,5,1,9,381621,5,BTech,1,Top,1,5.43,0,1,1,7,1,1.8342806082474497
FullStack,Offline,32,447,4,3,9,357780,15,BTech,0,Mid,3,5.21,0,2,1,17,2,4.751523282464084
Basic,Offline,30,237,7,7,14,170561,16,MTech,1,Startup,4,6.74,1,1,0,4,0,2.3452020098381223
Basic,Hybrid,5,362,13,5,11,122700,15,PhD,1,Startup,4,6.98,2,2,1,23,0,18.744906275468622
Basic,Online,19,401,7,4,13,375516,1,MTech,0,Startup,3,8.65,0,3,1,3,3,0.7989007126194356
GenAI,Hybrid,9,368,3,8,3,397940,13,PhD,1,Mid,4,8.88,1,1,1,12,0,3.0155299793938783
GenAI,Online,24,433,3,1,8,229257,9,MTech,1,Startup,3,8.17,2,2,1,14,0,6.106683765381209
Advanced,Hybrid,15,119,9,8,13,359223,5,BTech,0,Startup,3,7.79,1,1,0,15,0,4.175679174217687
DataScience,Offline,15,499,9,8,7,41887,19,BTech,0,Mid,3,5.81,2,1,0,18,-1,42.972760044882655
Advanced,Online,16,418,7,3,3,90945,4,BTech,1,Top,1,8.14,0,1,1,22,1,24.190444774314148
FullStack,Offline,29,118,3,3,1,242289,17,PhD,0,Top,1,9.93,1,1,0,7,0,2.889111763224909
Advanced,Online,2,377,3,8,5,39104,15,PhD,1,Top,2,9.79,0,2,0,17,2,43.47381342062193
GenAI,Online,3,432,7,2,12,48171,4,PhD,0,Mid,1,5.08,0,3,1,8,3,16.60750243922692
Advanced,Hybrid,12,451,7,6,8,107370,7,BTech,1,Top,3,6.41,2,2,1,5,0,4.656794262829468
