Student_ID,College_Tier,Department,CGPA,Gender,Attendance_%,Sessions_Attended,Login_Frequency,Time_Spent_Hours,Active_Days,Videos_Watched,Video_Completion_%,Quizzes_Attempted,Quiz_Score,Doubts_Raised,Doubts_Resolved,Hackathons,Workshops,Placement_Status
38678,1,ECE,7.05,Male,74,79,4,4,3,96,65,49,47,10,2,3,7,1
38679,2,CSE,7.13,Male,90,165,2,6,2,118,47,7,64,13,15,2,4,1
38680,3,Civil,5.86,Male,89,153,4,15,4,175,67,44,83,10,11,4,0,1
38681,3,Mechanical,6.28,Female,44,62,3,30,6,49,50,11,92,13,11,3,2,1
38682,1,ECE,7.46,Female,95,98,1,25,2,132,53,27,84,16,5,4,2,1
38683,4,Mechanical,5.32,Male,74,163,3,16,3,138,82,31,97,10,17,4,0,0
38684,4,CSE,6.76,Male,77,174,4,34,1,84,84,39,82,19,3,0,4,1
38685,4,ECE,6.05,Female,75,115,3,18,1,33,40,40,60,17,7,2,0,1
38686,2,CSE,5.87,Female,47,136,5,11,2,33,64,16,58,7,15,4,1,1
38687,3,ECE,5.73,Male,59,71,6,19,5,114,76,23,96,15,8,4,0,1
38688,3,Mechanical,5.7,Male,57,195,5,37,6,148,37,45,60,13,7,2,0,1
38689,1,CSE,5.8,Male,49,100,6,31,5,171,68,28,55,0,8,0,6,1
38690,3,ECE,6.87,Male,89,195,4,6,5,168,65,34,44,2,3,3,5,0
38691,4,Mechanical,5.51,Male,83,133,4,10,4,131,36,34,83,10,7,1,4,1
38692,2,Mechanical,9.49,Male,67,107,5,7,6,187,35,35,49,15,9,3,7,0
38693,4,Mechanical,7.49,Female,99,50,3,19,5,186,75,45,67,8,0,2,8,1
38694,4,ECE,7.52,Male,41,15,5,18,1,199,67,19,93,5,10,1,0,1
38695,3,Mechanical,6.06,Male,64,169,2,34,1,175,34,21,82,14,13,4,9,1
38696,2,Mechanical,9.34,Female,40,50,2,20,2,85,33,35,64,17,4,0,7,0
38697,2,ECE,9.14,Female,96,117,3,36,2,182,39,30,92,17,11,2,7,0
38698,4,CSE,5.17,Male,89,135,6,26,6,128,53,27,79,15,8,1,5,1
38699,1,Mechanical,8.66,Male,66,75,5,27,1,21,51,8,65,13,12,4,9,0
38700,3,ECE,5.92,Female,46,168,3,21,2,71,41,32,50,2,8,3,1,1
38701,1,CSE,7.78,Male,73,130,3,20,6,121,89,14,75,13,2,4,7,1
38702,4,Mechanical,9.35,Male,76,78,2,27,4,80,62,45,78,11,2,4,0,1
38703,3,ECE,9.67,Male,98,63,2,23,1,174,68,29,60,7,15,1,2,0
38704,1,Civil,5.92,Male,81,159,3,24,3,119,71,20,94,15,7,1,3,1
38705,1,ECE,9.7,Male,49,96,3,11,2,50,73,36,67,14,5,1,6,1
38706,1,Mechanical,5.35,Female,75,55,5,6,3,191,49,32,74,3,6,4,1,0
38707,3,CSE,9.55,Male,92,32,6,5,5,12,72,48,44,19,6,1,3,0
38708,1,CSE,8.86,Female,74,125,6,2,6,169,38,37,89,3,3,2,5,1
38709,2,CSE,9.57,Female,77,108,2,19,2,40,91,10,99,5,17,4,0,1
38710,4,Mechanical,6.83,Male,49,129,6,27,1,154,96,47,63,15,3,1,0,0
38711,3,Mechanical,9.7,Male,55,44,2,15,1,160,72,35,64,17,8,1,5,0
38712,2,CSE,9.09,Female,59,66,2,24,4,92,47,17,59,10,6,2,3,0
38713,1,CSE,6.64,Female,96,15,3,29,4,194,50,47,45,8,7,2,4,0
38714,4,CSE,6.69,Male,73,58,6,24,4,144,75,46,55,16,14,3,1,0
38715,1,CSE,6.79,Female,92,189,4,13,1,79,60,23,77,11,5,3,7,1
38716,2,ECE,7.94,Female,96,169,5,24,2,168,60,37,57,18,4,0,7,1
38717,1,Mechanical,5.91,Female,49,118,1,12,4,136,77,34,57,18,3,4,0,1
38718,3,Civil,7.17,Male,48,92,2,34,6,24,51,32,57,2,5,1,5,1
38719,2,CSE,5.34,Male,86,52,2,7,5,199,59,32,99,0,11,4,8,1
38720,3,ECE,6.79,Female,63,121,4,13,4,69,80,19,55,15,12,4,5,0
38721,4,Civil,8.33,Male,44,151,3,25,5,83,65,46,96,2,0,1,9,1
38722,3,Civil,7.95,Female,77,11,4,12,2,73,65,28,93,2,5,0,8,1
38723,3,CSE,6.58,Male,44,165,1,21,4,124,47,11,97,15,11,0,7,1
38724,1,CSE,6.29,Female,84,137,2,24,4,69,67,46,95,1,10,2,1,0
38725,1,ECE,6.64,Female,83,78,2,20,5,147,48,40,71,8,8,3,5,1
38726,2,CSE,5.35,Female,52,171,3,11,1,156,58,43,74,3,7,4,7,0
38727,4,Civil,6.29,Male,89,135,3,34,6,74,36,5,88,17,7,3,7,1
38728,2,CSE,8.54,Male,85,192,3,18,3,21,34,12,41,16,9,3,1,1
38729,4,ECE,5.89,Female,45,187,1,25,4,84,59,37,43,9,19,1,9,0
38730,4,ECE,5.69,Female,67,83,3,12,2,149,42,35,86,0,9,0,7,0
38731,3,ECE,9.23,Male,76,79,3,33,3,156,38,48,60,2,7,0,0,1
38732,1,ECE,6.18,Male,93,76,1,24,5,178,70,12,50,10,18,2,2,1
38733,4,ECE,6.26,Male,44,72,5,37,1,37,55,40,43,4,19,3,2,0
38734,1,CSE,7.32,Male,41,199,4,38,1,134,75,13,51,15,15,2,5,1
38735,4,Mechanical,7.36,Female,88,167,1,33,6,19,61,38,74,14,11,1,1,1
38736,1,ECE,5.93,Female,67,18,4,12,4,188,56,35,96,15,2,3,7,1
38737,2,Mechanical,7.78,Female,58,100,5,8,5,23,65,18,73,2,14,0,0,0
38738,1,CSE,8.48,Male,83,180,5,1,6,152,32,27,46,12,4,4,2,1
38739,3,ECE,7.42,Female,43,50,2,15,3,194,43,47,82,10,5,1,6,1
38740,4,Mechanical,9.48,Male,96,124,5,1,2,121,41,29,89,5,9,3,5,1
38741,3,Mechanical,9.96,Female,67,69,2,14,1,164,59,9,55,10,4,4,4,1
38742,4,Civil,7.64,Male,65,38,6,39,2,190,53,44,69,12,5,2,1,1
38743,3,Mechanical,9.86,Female,61,100,2,37,6,59,81,44,43,4,14,0,6,1
38744,4,Civil,8.23,Female,91,52,5,15,6,12,94,9,52,10,17,4,6,0
38745,1,Civil,7.64,Female,61,96,6,29,4,116,39,39,51,5,0,2,3,0
38746,4,Mechanical,9.35,Female,89,69,4,7,4,36,76,18,81,2,8,1,5,0
38747,3,Civil,9.83,Male,57,18,1,3,2,128,53,23,53,15,0,3,1,1
38748,3,Mechanical,10.0,Female,77,104,3,20,2,177,85,38,89,6,4,0,1,1
38749,4,Civil,8.8,Female,49,197,5,2,6,157,58,49,61,17,17,1,1,0
38750,4,ECE,7.43,Male,92,194,5,38,1,162,95,30,71,2,11,1,3,1
38751,2,ECE,6.48,Female,75,52,3,35,5,106,62,12,53,14,8,0,2,1
38752,2,ECE,7.79,Male,48,129,3,16,1,122,45,21,59,16,14,3,2,0
38753,1,Mechanical,8.89,Male,61,132,3,7,3,58,39,7,84,10,9,1,3,1
38754,1,Mechanical,5.13,Male,61,59,3,6,4,72,71,29,56,1,12,4,4,1
38755,1,CSE,6.34,Female,65,178,5,18,1,129,71,49,49,17,19,4,4,1
38756,1,Mechanical,6.77,Male,41,161,6,30,2,22,33,22,91,10,7,2,3,1
38757,1,CSE,8.9,Male,95,126,1,39,6,152,47,25,98,16,12,1,5,1
38758,4,CSE,8.07,Female,86,35,3,10,1,150,72,33,74,18,4,2,0,1
38759,2,ECE,7.13,Female,90,48,4,3,5,168,74,16,57,14,14,4,3,0
38760,4,Mechanical,9.6,Male,45,57,6,22,3,50,91,33,85,0,3,0,9,1
38761,2,Mechanical,7.69,Male,53,99,3,13,5,77,90,19,96,6,0,0,2,1
38762,2,CSE,8.62,Male,64,168,3,10,5,114,54,26,76,19,3,3,7,1
38763,3,CSE,8.28,Male,87,101,5,11,5,182,77,6,66,18,4,3,0,0
38764,3,Mechanical,9.29,Female,65,80,5,15,2,174,64,42,82,10,18,0,4,1
38765,2,CSE,9.06,Male,88,20,4,34,1,72,95,23,58,6,17,0,3,0
38766,4,Mechanical,9.95,Female,98,14,3,10,4,111,76,8,57,6,2,3,9,1
38767,2,Mechanical,6.9,Male,58,25,2,10,5,48,63,34,81,14,10,0,1,1
38768,1,Civil,5.82,Male,79,190,3,3,6,158,37,43,72,1,3,3,6,1
38769,4,CSE,8.8,Female,73,189,2,15,1,102,41,6,89,13,1,4,9,0
38770,4,ECE,9.37,Male,45,194,2,34,2,198,38,34,82,6,5,0,4,1
38771,2,Mechanical,5.27,Male,41,13,6,8,2,84,31,21,81,10,13,4,2,0
38772,1,CSE,6.66,Male,95,168,1,30,2,16,43,40,69,10,17,3,9,1
38773,2,CSE,9.04,Female,59,31,1,2,4,19,74,33,98,2,3,1,9,1
38774,1,CSE,8.42,Male,44,181,5,15,2,123,68,35,61,18,6,1,7,1
38775,4,Mechanical,8.78,Female,88,161,3,32,6,41,62,42,54,2,7,0,5,0
38776,2,Mechanical,7.72,Male,66,52,3,37,1,35,36,40,66,3,4,4,7,0
38777,1,Mechanical,6.91,Male,54,188,6,12,4,104,55,15,90,4,4,3,4,0
38778,3,CSE,9.06,Male,75,187,3,18,5,170,70,16,43,3,10,1,3,1
38779,4,ECE,7.77,Male,48,183,3,13,4,118,47,9,52,9,4,2,3,1
38780,4,Civil,7.58,Female,65,116,5,26,2,82,98,19,96,9,13,2,9,1
38781,3,ECE,8.67,Female,46,139,2,29,6,159,77,23,46,5,8,0,9,1
38782,1,Mechanical,5.95,Female,64,51,2,39,6,171,52,26,64,15,3,0,6,0
38783,4,Mechanical,7.93,Male,76,149,1,3,2,97,83,14,52,6,7,0,4,1
38784,1,Mechanical,6.52,Male,67,109,1,23,4,59,59,45,43,18,1,4,3,0
38785,3,ECE,5.11,Female,84,59,1,5,6,189,90,6,61,0,15,1,0,1
38786,2,ECE,8.74,Female,40,20,6,38,4,11,47,7,42,15,5,0,3,1
38787,4,Mechanical,7.37,Male,43,128,1,21,1,175,63,28,79,1,17,0,0,1
38788,4,Civil,9.52,Male,77,166,1,2,2,162,78,43,88,14,2,3,9,1
38789,1,Civil,7.5,Male,76,75,2,16,4,160,37,34,80,14,1,2,7,1
38790,4,CSE,5.05,Male,85,134,4,36,3,183,52,8,55,8,13,4,0,1
38791,2,ECE,7.04,Male,67,172,5,4,1,40,87,11,83,9,3,1,5,1
38792,3,Civil,5.86,Male,50,184,3,3,4,164,58,5,68,16,6,4,1,0
38793,4,Mechanical,9.61,Female,63,57,3,21,2,80,84,31,80,4,0,3,6,1
38794,3,ECE,7.23,Female,88,126,6,37,1,162,38,48,81,11,17,4,3,1
38795,1,CSE,7.55,Male,72,37,6,28,3,195,87,17,52,10,5,1,9,1
38796,2,CSE,6.83,Female,81,161,3,16,6,58,84,22,50,0,17,0,6,0
38797,4,ECE,7.61,Male,49,33,4,34,4,184,80,14,91,14,5,4,6,1
38798,3,Mechanical,5.41,Male,52,61,6,4,3,188,71,31,73,9,6,0,1,1
38799,2,Civil,7.29,Male,93,147,6,14,4,183,31,34,83,15,7,4,4,1
38800,3,ECE,8.32,Male,41,53,6,11,4,91,59,11,57,14,12,1,2,1
38801,1,Mechanical,6.86,Female,91,179,1,13,3,30,60,17,51,4,2,4,4,0
38802,2,ECE,6.96,Female,73,40,6,21,6,139,38,44,90,10,0,1,2,0
38803,2,CSE,9.19,Male,91,181,5,1,3,188,43,22,92,10,1,4,8,0
38804,1,ECE,7.68,Male,48,75,4,37,2,136,94,31,45,4,12,0,0,1
38805,1,Mechanical,7.94,Female,40,167,6,36,4,155,89,15,82,3,16,0,2,0
38806,4,Mechanical,6.48,Female,89,63,1,25,4,26,92,17,44,9,19,4,2,1
38807,1,CSE,7.41,Female,74,25,1,2,3,130,41,34,91,15,14,2,7,1
38808,1,Mechanical,5.27,Male,43,36,6,16,3,180,38,20,64,13,7,2,9,1
38809,3,Mechanical,7.15,Female,95,148,2,24,4,88,56,21,82,10,6,1,1,1
38810,2,CSE,9.01,Male,96,77,4,23,5,149,89,49,74,6,2,1,3,1
38811,3,Mechanical,5.81,Female,66,95,1,30,5,46,35,28,43,5,5,3,7,1
38812,1,Mechanical,8.82,Male,68,115,4,28,6,139,40,46,90,16,2,3,7,0
38813,4,ECE,6.87,Male,41,12,4,17,6,83,66,42,44,19,5,3,0,0
38814,3,ECE,5.14,Male,42,91,4,6,2,116,31,37,43,2,8,4,6,1
38815,3,ECE,9.77,Female,93,134,2,34,5,59,54,27,43,8,0,4,5,0
38816,2,ECE,5.91,Female,57,41,6,7,4,41,61,14,84,16,1,2,0,0
38817,2,Civil,6.67,Male,58,19,2,1,5,80,69,24,63,2,15,3,9,1
38818,2,ECE,7.4,Female,49,96,6,14,3,121,62,24,97,13,2,1,5,1
38819,4,ECE,9.75,Female,62,50,5,30,3,131,71,42,62,16,19,1,6,0
38820,4,ECE,7.91,Male,82,161,1,11,3,53,63,18,67,12,5,4,5,1
38821,1,CSE,9.53,Male,87,18,1,35,1,20,82,17,95,5,7,4,0,1
38822,1,ECE,7.82,Male,59,155,3,1,4,113,47,30,42,6,18,0,7,0
38823,2,Civil,6.03,Male,68,46,2,25,5,60,71,48,45,5,4,3,8,1
38824,3,Civil,7.82,Female,44,121,5,34,5,184,52,40,76,1,8,3,5,0
38825,2,Civil,5.5,Female,83,169,3,33,5,137,35,41,99,16,9,2,7,1
38826,1,Mechanical,5.59,Male,83,32,1,17,2,65,95,25,85,10,13,0,9,1
38827,3,CSE,5.58,Female,92,35,5,24,6,160,52,43,97,13,12,0,2,1
38828,1,ECE,5.06,Male,87,99,1,30,3,74,62,20,41,16,15,0,2,0
38829,4,ECE,5.76,Male,68,156,1,18,5,13,41,41,57,5,9,3,5,0
38830,2,Mechanical,6.76,Female,85,75,2,1,5,173,66,34,79,1,4,3,2,1
38831,2,CSE,5.36,Male,91,127,6,16,5,63,91,20,70,12,6,4,9,0
38832,3,Mechanical,5.03,Female,61,108,4,39,1,48,90,21,93,0,18,4,4,1
38833,2,Civil,5.56,Male,51,56,4,27,1,79,98,28,52,7,13,3,6,1
38834,1,Mechanical,9.68,Female,90,116,1,6,6,48,48,40,64,14,14,4,9,0
38835,1,CSE,7.63,Male,52,138,6,35,5,37,42,42,78,7,3,4,1,1
38836,4,Mechanical,7.18,Male,64,12,3,13,6,14,99,22,84,19,11,0,0,0
38837,1,CSE,7.44,Female,62,36,2,3,5,81,74,25,89,14,16,0,7,1
38838,3,Mechanical,7.77,Male,69,77,3,22,3,146,55,12,53,16,4,3,7,1
38839,1,CSE,5.54,Male,76,173,4,25,6,141,91,12,87,0,11,4,9,1
38840,4,ECE,7.92,Female,61,53,6,7,1,70,80,38,93,16,10,4,4,0
38841,4,Civil,9.17,Male,94,180,1,11,4,85,70,46,61,1,9,1,8,1
38842,2,CSE,7.8,Male,84,63,4,14,1,89,90,19,57,14,9,3,6,0
38843,3,Mechanical,9.42,Male,77,188,6,33,5,36,63,13,74,19,1,0,0,1
38844,1,Mechanical,5.69,Male,45,11,1,4,6,192,72,45,67,17,6,0,2,1
38845,4,Civil,9.13,Female,88,59,3,24,2,159,63,27,54,17,6,3,2,1
38846,1,ECE,8.31,Male,40,192,5,19,1,167,52,6,47,3,0,0,6,1
38847,4,ECE,8.02,Female,45,154,3,28,4,84,91,46,99,12,5,1,1,1
38848,2,ECE,7.94,Female,64,188,2,1,5,89,77,46,92,10,0,2,6,1
38849,4,CSE,5.59,Male,49,148,6,11,1,137,86,39,55,1,14,2,2,1
38850,2,Civil,8.21,Female,84,94,2,4,1,122,53,30,44,7,4,4,8,0
38851,3,CSE,6.99,Male,82,191,5,13,3,63,91,16,55,9,4,1,0,1
38852,1,CSE,5.32,Female,48,182,3,34,5,68,44,36,78,18,1,3,8,0
38853,1,CSE,6.03,Female,57,44,5,17,1,98,81,7,79,17,19,1,3,1
38854,2,CSE,7.21,Female,88,180,5,39,3,29,58,28,76,12,5,3,6,1
38855,3,Mechanical,9.96,Female,94,152,4,38,4,137,40,49,75,4,6,3,0,1
38856,2,Mechanical,7.15,Male,76,194,3,3,1,162,86,27,50,0,19,0,7,1
38857,4,Mechanical,5.75,Female,71,30,5,31,2,182,36,37,63,5,9,1,1,0
38858,2,CSE,9.51,Female,92,123,4,7,4,76,30,40,55,10,18,3,0,1
38859,3,ECE,5.18,Female,87,93,6,27,4,159,30,38,45,17,18,3,7,1
38860,4,Mechanical,5.63,Male,97,186,4,11,4,81,73,33,53,6,8,0,5,1
38861,1,Civil,7.37,Female,73,43,6,20,1,163,70,21,79,2,14,1,3,1
38862,1,Mechanical,5.46,Female,84,152,2,32,1,174,34,47,68,6,15,4,8,1
38863,1,CSE,7.86,Male,48,183,1,35,4,11,71,15,62,17,4,4,7,0
38864,3,CSE,5.79,Female,75,91,2,22,2,185,89,22,71,10,10,1,9,1
38865,3,CSE,8.25,Male,90,125,3,10,6,25,83,43,49,11,10,3,0,0
38866,3,Mechanical,5.59,Female,98,23,3,4,5,127,99,49,61,15,0,1,5,0
38867,3,ECE,9.05,Female,43,172,2,33,4,29,47,5,75,9,11,3,2,0
38868,3,CSE,8.67,Female,90,77,4,16,4,150,46,36,53,19,12,4,5,0
38869,4,Civil,9.63,Female,70,169,6,16,4,75,91,10,70,3,10,3,2,0
38870,2,CSE,5.34,Female,62,70,3,7,4,161,98,5,96,4,7,4,3,0
38871,1,ECE,7.78,Male,45,101,1,35,4,170,32,38,45,3,6,0,5,0
38872,3,ECE,8.54,Male,48,23,2,37,3,24,64,7,98,3,4,0,8,0
38873,1,ECE,9.51,Male,60,23,3,25,2,120,79,27,86,7,5,4,2,1
38874,3,CSE,7.41,Female,70,63,3,2,4,134,66,13,83,0,18,2,2,0
38875,1,Civil,9.76,Female,84,32,1,31,2,125,53,15,45,11,2,1,6,1
38876,2,Civil,5.61,Male,79,157,4,3,3,187,95,41,71,7,1,1,8,1
38877,1,CSE,7.17,Male,78,183,2,19,2,51,91,12,76,12,18,2,3,1
38878,1,Mechanical,6.27,Male,64,183,2,29,1,16,96,13,97,6,3,2,8,1
38879,3,Mechanical,5.78,Female,58,131,3,31,2,45,99,39,47,14,3,1,2,1
38880,4,Civil,6.43,Male,57,15,3,2,5,154,42,30,68,13,17,4,9,1
38881,4,Mechanical,8.32,Female,60,106,3,14,6,133,48,38,75,18,14,1,2,1
38882,1,Mechanical,7.42,Female,82,119,6,13,5,178,82,14,61,8,12,3,9,1
38883,4,Civil,5.91,Male,62,78,2,34,5,151,40,17,51,19,13,3,8,1
38884,2,Mechanical,5.16,Male,87,161,3,13,4,193,89,42,76,6,5,3,1,1
38885,2,Mechanical,9.62,Female,52,89,2,37,2,28,40,31,69,3,11,3,8,1
38886,4,CSE,6.57,Male,91,47,2,29,1,50,80,43,46,19,1,4,3,0
38887,4,Mechanical,5.64,Male,44,67,5,7,4,39,61,47,42,12,4,3,1,1
38888,2,Civil,5.73,Female,95,164,5,5,1,96,95,30,58,10,6,4,1,0
38889,4,CSE,6.27,Male,57,62,1,25,1,108,31,40,41,2,10,3,9,1
38890,4,Civil,6.15,Male,64,84,1,2,5,17,55,23,89,14,8,3,4,1
38891,3,CSE,6.4,Female,94,39,6,18,3,10,66,16,59,9,19,0,7,1
38892,3,Civil,6.13,Male,85,115,3,10,4,33,83,49,73,14,12,0,1,1
38893,4,ECE,7.15,Female,51,122,3,24,6,183,60,8,63,17,1,0,3,0
38894,4,CSE,8.83,Female,44,112,5,29,6,126,87,32,95,11,18,2,1,1
38895,3,CSE,5.14,Female,51,129,4,19,5,149,43,31,98,11,1,1,4,1
38896,3,CSE,5.95,Female,40,149,4,16,5,30,40,43,71,8,6,2,0,0
38897,4,Civil,8.56,Male,88,65,6,4,6,180,44,40,61,10,19,4,6,1
38898,3,ECE,5.74,Female,68,115,2,12,6,37,70,21,60,17,15,2,4,1
38899,2,CSE,8.71,Male,65,181,3,25,1,140,94,33,72,17,8,4,7,1
38900,1,ECE,7.57,Female,72,53,5,5,5,44,90,30,66,12,18,1,3,1
38901,2,Mechanical,9.41,Male,88,17,3,4,4,186,31,29,85,17,6,0,6,1
38902,3,CSE,5.05,Male,56,169,3,8,3,151,79,27,51,18,5,3,6,1
38903,2,Mechanical,8.92,Female,74,148,6,33,4,116,96,31,57,2,15,4,6,1
38904,1,CSE,7.86,Female,74,99,3,27,3,174,34,10,94,4,1,0,4,1
38905,3,ECE,7.34,Female,43,194,1,22,2,117,87,10,67,2,14,2,9,1
38906,2,Mechanical,5.73,Female,60,172,3,29,6,72,98,13,90,11,9,0,7,1
38907,2,Civil,6.17,Male,74,194,5,5,4,116,31,7,56,12,17,3,6,1
38908,1,CSE,8.93,Male,97,39,5,8,4,122,88,42,79,9,14,1,1,1
38909,3,CSE,5.75,Male,94,105,2,10,3,52,72,43,69,11,11,0,5,0
38910,4,ECE,7.64,Female,48,14,4,8,4,95,55,26,73,2,8,4,2,1
38911,3,Civil,6.04,Male,77,63,4,10,2,164,90,38,88,19,1,1,4,1
38912,1,CSE,7.45,Male,92,99,3,19,3,197,55,42,44,9,10,1,0,1
38913,1,Mechanical,6.27,Male,47,179,5,39,3,182,49,37,48,16,18,2,6,0
38914,1,Civil,6.76,Female,43,80,1,31,1,34,79,19,50,10,7,3,0,1
38915,1,Civil,9.01,Male,88,57,2,1,3,95,52,41,71,1,9,4,3,1
38916,4,ECE,5.19,Male,47,114,2,25,1,20,87,38,62,4,3,3,1,1
38917,3,Mechanical,9.62,Male,62,74,5,22,2,146,37,27,54,17,18,0,9,0
38918,3,Mechanical,6.6,Male,80,142,3,29,5,95,43,21,63,1,2,3,9,0
38919,2,CSE,7.98,Female,81,103,2,27,3,131,46,21,98,3,5,3,1,0
38920,4,CSE,6.11,Female,61,159,4,5,6,82,34,6,85,15,4,2,8,0
38921,4,Civil,6.79,Female,92,161,3,23,4,49,69,43,91,3,13,2,2,1
38922,2,Civil,7.3,Male,41,90,3,39,4,79,94,13,91,7,1,0,0,1
38923,2,ECE,8.44,Male,75,180,5,39,5,126,69,17,83,19,13,3,5,0
38924,3,Civil,9.37,Male,53,158,1,37,4,186,49,13,52,12,1,1,6,1
38925,3,ECE,9.33,Male,75,94,1,9,3,59,35,20,96,13,2,4,3,0
38926,3,ECE,6.69,Male,61,194,3,1,6,130,42,35,92,17,7,0,6,1
38927,4,Mechanical,5.44,Male,86,79,6,12,6,104,94,46,46,5,7,1,7,1
38928,4,Mechanical,9.63,Female,72,174,5,39,4,103,56,47,90,0,15,4,5,1
38929,2,Civil,5.15,Male,78,133,2,5,4,36,68,47,50,14,19,1,3,0
38930,1,Civil,9.41,Male,91,189,4,19,4,135,45,45,44,3,8,4,1,0
38931,1,Mechanical,5.13,Female,62,148,3,38,1,43,80,19,83,1,17,0,3,0
38932,1,Civil,9.88,Female,62,195,3,27,2,107,41,40,79,8,10,2,6,1
38933,1,Mechanical,5.06,Female,52,72,6,30,1,84,96,35,48,1,14,3,2,0
38934,1,CSE,5.08,Male,40,82,3,36,4,180,61,12,84,13,11,1,8,1
38935,3,Civil,7.54,Male,79,164,3,1,4,164,55,15,85,19,14,0,9,1
38936,2,ECE,8.33,Male,58,138,6,2,2,41,94,34,59,6,14,0,2,1
38937,1,CSE,6.76,Male,73,130,4,33,4,191,60,35,65,9,0,1,0,0
38938,1,CSE,8.03,Female,77,122,2,30,4,177,52,41,46,2,10,4,6,1
38939,1,Civil,9.23,Male,63,49,5,9,6,166,84,9,93,4,12,2,0,1
38940,3,Mechanical,8.98,Female,76,109,2,28,4,117,72,30,47,10,15,3,6,1
38941,1,ECE,9.42,Female,40,62,6,19,3,184,81,48,56,7,4,0,4,0
38942,2,Mechanical,5.8,Male,44,126,2,21,6,152,58,28,40,5,10,1,5,1
38943,3,Civil,6.12,Female,46,146,5,31,4,32,98,21,52,2,12,4,7,0
38944,3,Mechanical,7.94,Male,99,84,2,25,6,170,70,38,45,6,2,0,3,1
38945,4,Civil,8.62,Male,67,122,4,26,3,196,43,29,49,14,7,1,2,0
38946,4,Civil,5.54,Female,40,67,5,32,1,85,95,6,86,15,8,2,0,1
38947,3,ECE,5.88,Female,52,162,6,27,2,164,47,13,65,1,0,4,2,0
38948,1,Civil,9.61,Female,90,172,3,2,4,168,79,34,89,15,10,2,2,1
38949,1,ECE,5.13,Male,46,199,2,32,6,101,43,34,93,9,2,2,2,1
38950,1,CSE,7.01,Female,99,143,3,12,3,52,58,41,50,14,17,4,0,0
38951,1,Mechanical,6.05,Female,89,58,6,3,4,21,59,47,68,8,8,1,4,0
38952,4,Civil,8.87,Female,85,95,3,25,5,157,32,5,85,13,12,1,4,1
38953,2,Mechanical,9.32,Male,95,115,3,31,3,76,65,27,94,13,16,1,1,1
38954,3,Mechanical,6.23,Male,61,82,4,34,1,20,70,22,48,18,0,2,0,0
38955,1,ECE,7.95,Female,92,131,2,31,4,21,36,39,88,1,13,3,7,1
38956,4,Mechanical,9.22,Male,60,20,1,38,6,92,52,17,75,18,7,3,2,1
38957,2,Mechanical,7.99,Male,55,163,1,4,2,88,89,33,66,6,16,3,8,0
38958,3,Mechanical,8.0,Female,97,120,3,19,1,189,89,31,62,12,12,4,4,1
38959,3,Civil,7.06,Male,52,78,5,14,3,113,85,46,54,8,10,3,9,1
38960,3,Mechanical,8.27,Male,54,125,5,8,6,183,69,36,42,12,13,0,4,0
38961,1,CSE,9.8,Male,80,13,4,3,5,60,62,15,98,11,12,1,9,0
38962,3,ECE,6.5,Female,80,81,2,20,6,173,32,14,99,3,3,4,0,0
38963,1,CSE,6.0,Male,92,55,4,24,4,114,62,9,40,13,18,2,3,1
38964,2,ECE,9.79,Male,91,67,2,35,3,96,37,42,70,11,3,0,8,1
38965,4,Mechanical,5.3,Male,59,126,1,14,5,112,76,48,52,14,2,2,5,0
38966,4,ECE,9.2,Male,87,94,5,28,5,125,63,46,68,18,11,2,4,1
38967,4,Civil,9.55,Male,70,66,6,39,5,99,39,28,63,14,15,4,5,0
38968,3,Civil,6.1,Female,79,139,6,28,4,15,85,13,93,7,6,2,2,0
38969,4,CSE,7.13,Male,92,98,3,8,3,71,91,7,95,13,17,4,0,1
38970,2,Civil,5.62,Female,62,73,3,8,5,88,47,5,79,4,18,3,3,0
38971,1,Mechanical,6.83,Male,60,94,2,6,4,100,47,31,89,2,10,3,0,1
38972,4,CSE,7.29,Male,86,174,2,3,1,41,67,17,43,4,2,3,9,0
38973,1,CSE,7.55,Female,92,130,1,33,2,180,90,46,75,19,4,1,7,0
38974,1,CSE,5.61,Female,58,125,5,6,1,160,90,28,84,2,12,4,0,1
38975,4,Civil,7.02,Male,96,165,1,31,2,96,80,30,48,6,2,3,0,1
38976,4,ECE,8.13,Male,59,180,2,30,6,187,48,5,92,12,18,4,7,1
38977,4,Civil,7.5,Female,94,126,2,27,6,166,93,14,71,5,13,0,2,1
38978,3,CSE,9.21,Female,70,140,5,1,2,195,46,32,86,13,10,4,2,0
38979,4,ECE,9.76,Male,95,188,5,4,5,168,85,31,73,1,16,3,1,1
38980,3,CSE,9.08,Female,87,20,6,31,6,106,47,22,72,6,11,3,0,1
38981,2,CSE,5.24,Male,48,49,2,10,2,69,46,37,55,14,6,0,6,1
38982,1,ECE,6.07,Female,44,28,6,1,3,162,62,49,90,6,13,2,8,1
38983,2,ECE,5.44,Female,78,41,3,4,1,63,89,8,62,14,19,3,7,0
38984,4,CSE,7.17,Female,94,15,5,1,6,115,54,28,55,18,8,1,6,1
38985,1,CSE,8.62,Female,53,121,5,4,1,181,41,41,66,18,0,2,1,1
38986,4,Civil,5.16,Male,91,184,5,25,6,171,48,36,42,7,1,4,7,1
38987,4,Civil,6.34,Male,88,179,4,34,3,30,98,35,49,8,10,1,2,0
38988,1,Civil,5.47,Female,78,107,3,25,6,69,66,24,96,2,16,1,9,1
