Lead_ID,College_Tier,Department,CGPA,Family_Income,Stage_Dropped,Time_to_First_Call,Followups,Call_Duration,Understands_Stipend,Understands_Experience,Primary_Concern,Trust_Score
L9025,2,IT,7.53,6-10L,After Application,37,1,4,Yes,No,Time,9
L9026,3,Mechanical,8.25,<3L,Before Counselling,14,3,17,No,No,Time,2
L9027,1,CSE,8.77,10L+,After Application,5,3,14,No,No,Job,8
L9028,4,CSE,7.77,<3L,After Counselling,6,3,19,No,No,Job,3
L9029,2,IT,9.69,6-10L,Before Counselling,24,2,19,No,No,Time,5
L9030,2,Mechanical,9.88,<3L,After Understanding,16,1,13,No,No,Trust,9
L9031,3,ECE,9.98,<3L,After Understanding,23,1,14,Yes,Yes,Job,9
L9032,2,ECE,8.35,10L+,After Application,47,2,4,No,Yes,Fee,1
L9033,4,Civil,9.66,<3L,Before Counselling,38,1,4,Yes,No,Fee,2
L9034,2,IT,7.02,<3L,After Understanding,16,1,3,No,Yes,Time,6
L9035,3,Civil,9.3,6-10L,After Application,13,4,8,Yes,No,Job,1
L9036,1,ECE,9.55,<3L,After Application,45,1,3,No,No,Fee,2
L9037,4,ECE,9.52,<3L,Before Counselling,8,4,7,No,No,Difficulty,8
L9038,3,ECE,9.15,<3L,After Understanding,38,3,14,Yes,No,Fee,6
L9039,2,Civil,7.03,3-6L,After Understanding,32,0,12,Yes,No,Job,1
L9040,1,IT,5.79,6-10L,After Understanding,22,4,6,Yes,Yes,Time,3
L9041,2,CSE,6.67,6-10L,Before Counselling,17,1,8,Yes,No,Fee,6
L9042,4,CSE,8.84,3-6L,Before Counselling,5,3,12,No,Yes,Time,1
L9043,2,ECE,6.16,<3L,Before Counselling,8,0,8,No,Yes,Difficulty,7
L9044,2,IT,7.39,<3L,After Counselling,30,0,9,No,No,Fee,6
L9045,1,IT,7.83,6-10L,After Application,19,3,5,Yes,No,Time,6
L9046,2,Mechanical,8.02,6-10L,After Counselling,12,3,11,Yes,No,Fee,8
L9047,3,Mechanical,9.68,10L+,After Counselling,25,0,22,No,No,Fee,1
L9048,4,Civil,8.31,10L+,After Understanding,44,0,21,No,Yes,Job,1
L9049,3,Mechanical,8.93,<3L,After Understanding,13,1,16,No,No,Job,7
L9050,4,Civil,7.91,3-6L,After Application,4,4,24,Yes,Yes,Trust,1
L9051,3,CSE,9.17,3-6L,After Application,10,4,16,No,No,Job,9
L9052,1,ECE,6.32,<3L,Before Counselling,28,0,20,No,No,Job,6
L9053,2,IT,6.05,<3L,After Understanding,5,0,11,No,Yes,Trust,2
L9054,3,CSE,9.63,6-10L,After Counselling,28,2,3,No,Yes,Trust,6
L9055,4,CSE,8.47,3-6L,After Application,44,0,17,No,No,Fee,6
L9056,4,Civil,8.36,3-6L,After Application,31,4,21,No,No,Fee,2
L9057,2,ECE,7.34,3-6L,After Counselling,16,1,6,Yes,No,Fee,6
L9058,2,Civil,6.88,6-10L,Before Counselling,23,2,18,Yes,No,Job,5
L9059,2,CSE,7.78,<3L,After Understanding,29,4,4,No,No,Time,7
L9060,4,IT,5.6,3-6L,After Understanding,47,1,9,No,No,Time,9
L9061,4,Mechanical,7.27,3-6L,After Counselling,21,2,12,No,No,Job,9
L9062,3,Civil,7.28,6-10L,Before Counselling,2,2,6,Yes,Yes,Difficulty,8
L9063,2,CSE,7.69,3-6L,After Counselling,23,2,18,Yes,No,Fee,3
L9064,3,Mechanical,8.17,10L+,After Understanding,16,2,5,No,No,Job,5
L9065,2,Mechanical,9.79,<3L,After Counselling,11,2,9,Yes,Yes,Difficulty,3
L9066,2,CSE,8.26,10L+,After Counselling,9,2,3,No,Yes,Fee,7
L9067,3,ECE,9.42,6-10L,After Understanding,2,3,17,No,Yes,Trust,1
L9068,1,CSE,7.78,3-6L,After Understanding,18,1,10,No,Yes,Job,1
L9069,1,IT,8.13,<3L,After Understanding,13,4,18,Yes,Yes,Difficulty,5
L9070,4,Mechanical,5.35,<3L,After Counselling,45,0,11,No,No,Time,5
L9071,3,IT,5.67,6-10L,After Counselling,8,4,14,No,No,Job,7
L9072,2,Civil,7.9,3-6L,After Counselling,10,3,23,No,No,Time,9
L9073,3,Mechanical,6.98,3-6L,Before Counselling,27,3,18,No,Yes,Difficulty,7
L9074,2,ECE,8.99,3-6L,After Application,17,2,13,No,No,Job,7
L9075,3,CSE,7.72,6-10L,Before Counselling,24,3,10,No,No,Job,9
L9076,3,Civil,9.41,<3L,After Application,21,4,16,No,No,Job,8
L9077,3,IT,9.86,<3L,After Understanding,1,3,11,Yes,Yes,Job,1
L9078,3,Civil,5.74,<3L,After Application,16,4,20,No,No,Trust,5
L9079,2,ECE,6.97,<3L,Before Counselling,43,2,18,Yes,No,Job,2
L9080,2,CSE,8.32,3-6L,After Understanding,33,2,8,Yes,No,Difficulty,3
L9081,2,Civil,6.53,6-10L,After Application,6,3,15,Yes,Yes,Difficulty,2
L9082,2,IT,6.34,<3L,After Application,12,0,14,No,No,Trust,4
L9083,3,Civil,9.07,<3L,After Application,32,2,22,Yes,No,Job,1
L9084,2,CSE,9.9,3-6L,After Counselling,11,1,3,No,Yes,Job,6
L9085,1,Civil,8.87,10L+,After Understanding,18,1,17,No,Yes,Fee,8
L9086,2,IT,7.62,<3L,After Counselling,2,2,18,No,Yes,Fee,7
L9087,4,CSE,7.21,10L+,After Understanding,32,3,7,No,Yes,Time,1
L9088,2,ECE,7.7,<3L,After Application,20,2,2,Yes,Yes,Trust,5
L9089,3,ECE,7.31,<3L,After Application,21,3,7,No,No,Fee,1
L9090,2,Mechanical,7.51,6-10L,Before Counselling,36,4,2,No,No,Difficulty,9
L9091,1,Civil,6.02,3-6L,After Application,38,0,24,No,No,Difficulty,8
L9092,2,IT,9.52,6-10L,After Counselling,27,0,24,No,Yes,Difficulty,5
L9093,3,Civil,8.77,6-10L,After Counselling,47,4,11,No,Yes,Trust,4
L9094,3,CSE,8.4,<3L,After Application,11,4,21,No,Yes,Difficulty,4
L9095,4,Mechanical,9.75,3-6L,After Counselling,18,4,24,No,No,Fee,9
L9096,2,IT,6.42,3-6L,After Application,17,0,9,No,No,Fee,1
L9097,1,Civil,5.41,6-10L,Before Counselling,34,2,17,No,Yes,Time,3
L9098,4,IT,9.13,3-6L,Before Counselling,45,1,13,No,Yes,Time,5
L9099,2,CSE,9.99,<3L,After Application,26,3,20,No,No,Trust,4
L9100,3,Mechanical,7.89,3-6L,Before Counselling,6,1,15,No,No,Time,1
L9101,3,IT,5.29,10L+,After Application,43,3,9,No,No,Trust,7
L9102,2,CSE,8.9,<3L,After Counselling,30,0,20,No,No,Job,8
L9103,3,ECE,5.37,<3L,After Application,39,2,16,No,No,Time,3
L9104,1,IT,7.7,<3L,After Understanding,32,1,6,Yes,Yes,Trust,7
L9105,2,Mechanical,6.39,6-10L,After Understanding,17,4,18,No,No,Fee,3
L9106,1,IT,9.58,<3L,After Application,13,4,24,No,Yes,Time,2
L9107,4,IT,7.26,<3L,After Application,46,4,15,No,No,Time,7
L9108,2,CSE,9.49,3-6L,After Application,41,1,16,No,No,Trust,6
L9109,3,Civil,6.5,<3L,Before Counselling,13,2,9,No,Yes,Job,6
L9110,4,Civil,6.94,<3L,After Understanding,6,2,5,Yes,No,Time,7
L9111,3,IT,9.74,3-6L,After Application,22,4,8,No,No,Trust,9
L9112,3,Mechanical,6.01,<3L,After Application,33,1,8,No,Yes,Job,5
L9113,2,Mechanical,7.89,<3L,After Counselling,33,4,23,No,No,Trust,2
L9114,2,CSE,6.94,<3L,After Counselling,4,3,6,No,No,Job,6
L9115,2,IT,8.87,<3L,Before Counselling,14,3,11,Yes,Yes,Difficulty,3
L9116,3,IT,5.65,6-10L,Before Counselling,35,1,21,No,Yes,Time,9
L9117,4,Civil,7.19,3-6L,After Understanding,27,3,6,No,Yes,Difficulty,7
L9118,4,CSE,8.49,3-6L,After Understanding,6,0,24,Yes,No,Trust,5
L9119,4,ECE,7.04,<3L,After Application,1,0,5,No,No,Difficulty,4
L9120,4,Mechanical,5.29,<3L,After Understanding,43,0,22,No,No,Job,4
L9121,2,Mechanical,8.53,6-10L,After Application,28,3,12,Yes,No,Fee,5
L9122,3,IT,7.52,<3L,Before Counselling,29,2,7,Yes,No,Difficulty,6
L9123,4,CSE,5.06,<3L,Before Counselling,32,0,16,No,No,Trust,7
L9124,2,ECE,8.06,6-10L,Before Counselling,28,4,12,Yes,Yes,Time,9
L9125,4,Mechanical,9.6,6-10L,After Counselling,27,2,23,Yes,Yes,Difficulty,4
L9126,2,CSE,5.56,6-10L,After Understanding,10,1,8,No,No,Difficulty,6
L9127,3,ECE,7.95,3-6L,Before Counselling,18,3,20,No,No,Fee,7
L9128,3,IT,8.64,<3L,Before Counselling,4,4,6,No,No,Trust,9
L9129,4,Civil,5.35,10L+,Before Counselling,38,1,5,Yes,Yes,Difficulty,1
L9130,2,Mechanical,5.11,10L+,After Understanding,41,3,2,Yes,No,Time,8
L9131,3,Mechanical,7.32,<3L,After Understanding,42,3,17,No,Yes,Job,6
L9132,3,ECE,8.96,6-10L,After Counselling,32,4,13,No,No,Time,5
L9133,2,Civil,5.8,3-6L,After Counselling,5,3,21,Yes,No,Difficulty,3
L9134,3,CSE,9.18,3-6L,After Counselling,22,3,19,Yes,No,Difficulty,3
L9135,3,IT,8.28,<3L,After Counselling,22,3,21,No,No,Fee,3
L9136,3,CSE,6.66,3-6L,Before Counselling,2,2,3,No,No,Trust,3
L9137,2,ECE,7.58,<3L,After Application,41,0,14,No,Yes,Fee,6
L9138,2,Mechanical,9.83,3-6L,After Counselling,43,4,13,No,No,Time,6
L9139,3,Mechanical,6.08,<3L,After Application,34,2,5,Yes,No,Trust,4
L9140,2,CSE,7.5,3-6L,Before Counselling,2,4,5,Yes,Yes,Fee,9
L9141,1,IT,8.12,3-6L,Before Counselling,46,2,14,No,No,Difficulty,9
L9142,4,ECE,5.69,6-10L,After Understanding,36,3,4,No,Yes,Trust,5
L9143,3,IT,5.22,<3L,After Application,40,3,22,No,Yes,Job,7
L9144,3,ECE,5.07,6-10L,After Application,8,2,18,No,Yes,Job,5
L9145,2,IT,6.62,<3L,Before Counselling,33,3,8,No,No,Time,4
L9146,2,CSE,5.37,6-10L,After Understanding,33,0,14,Yes,Yes,Fee,3
L9147,2,Civil,9.02,3-6L,After Counselling,4,4,16,No,No,Time,9
L9148,2,ECE,9.99,6-10L,After Counselling,18,3,15,No,No,Job,2
L9149,3,CSE,5.31,3-6L,After Understanding,19,1,17,Yes,Yes,Difficulty,8
L9150,3,Mechanical,7.16,3-6L,After Understanding,10,2,18,No,No,Difficulty,4
L9151,2,Mechanical,5.13,<3L,After Counselling,42,2,17,No,No,Difficulty,8
L9152,1,IT,5.67,10L+,Before Counselling,41,3,17,No,No,Difficulty,2
L9153,2,Mechanical,6.61,6-10L,Before Counselling,30,2,2,No,Yes,Difficulty,7
L9154,1,Civil,6.97,<3L,After Understanding,22,1,15,Yes,Yes,Job,3
L9155,1,ECE,9.7,<3L,Before Counselling,39,2,3,No,Yes,Trust,5
L9156,4,IT,6.98,6-10L,Before Counselling,38,1,23,No,Yes,Difficulty,4
L9157,3,ECE,7.48,10L+,After Application,1,2,10,No,Yes,Trust,2
L9158,3,ECE,6.23,<3L,After Counselling,30,2,20,Yes,No,Difficulty,8
L9159,2,CSE,5.0,10L+,After Understanding,5,1,6,Yes,No,Time,8
L9160,4,Mechanical,9.5,<3L,After Counselling,47,4,11,No,No,Fee,7
L9161,3,ECE,5.41,10L+,After Application,26,0,7,No,Yes,Trust,6
L9162,3,Civil,9.82,6-10L,Before Counselling,46,1,4,Yes,No,Fee,8
L9163,2,Civil,5.65,<3L,Before Counselling,31,0,3,No,No,Job,7
L9164,4,Mechanical,8.02,<3L,After Application,39,2,20,Yes,No,Time,9
L9165,4,Mechanical,10.0,3-6L,After Counselling,41,4,7,No,No,Difficulty,8
L9166,4,IT,5.69,3-6L,After Application,12,1,22,No,Yes,Difficulty,6
L9167,1,IT,7.12,10L+,Before Counselling,17,4,11,No,No,Job,6
L9168,2,IT,8.9,6-10L,Before Counselling,18,1,19,Yes,No,Trust,2
L9169,2,Mechanical,5.16,3-6L,After Counselling,2,3,15,Yes,Yes,Difficulty,8
L9170,2,ECE,8.45,10L+,Before Counselling,24,1,3,No,No,Trust,6
L9171,4,CSE,5.4,3-6L,After Counselling,28,0,5,Yes,Yes,Difficulty,2
L9172,1,IT,6.18,6-10L,After Understanding,39,3,16,Yes,Yes,Trust,2
L9173,1,CSE,5.8,6-10L,Before Counselling,10,2,22,No,No,Fee,2
L9174,2,Civil,9.54,10L+,Before Counselling,47,1,24,Yes,No,Trust,2
L9175,1,Mechanical,5.9,<3L,After Counselling,33,0,24,No,Yes,Job,3
L9176,2,Civil,5.2,3-6L,After Understanding,24,2,7,No,No,Difficulty,6
L9177,3,IT,7.94,3-6L,Before Counselling,11,0,7,No,No,Time,5
L9178,3,ECE,6.73,3-6L,Before Counselling,8,2,10,No,No,Trust,3
L9179,1,IT,7.03,3-6L,After Understanding,27,1,21,No,No,Time,7
L9180,2,CSE,5.6,6-10L,Before Counselling,26,4,19,No,No,Trust,4
L9181,2,IT,8.74,<3L,After Counselling,12,2,24,Yes,No,Fee,2
L9182,1,ECE,8.01,3-6L,After Understanding,35,4,23,No,Yes,Time,1
L9183,3,ECE,6.82,<3L,After Understanding,15,2,5,No,No,Job,4
L9184,3,Mechanical,5.86,<3L,After Application,21,4,2,No,No,Time,8
L9185,3,Mechanical,7.97,3-6L,Before Counselling,37,1,5,Yes,No,Trust,2
L9186,3,ECE,8.89,<3L,After Understanding,30,0,23,No,Yes,Job,3
L9187,1,ECE,6.56,<3L,After Understanding,5,1,4,No,No,Fee,6
L9188,4,CSE,5.13,3-6L,After Understanding,17,2,14,No,Yes,Time,3
L9189,4,IT,6.07,<3L,After Application,26,3,16,No,No,Job,9
L9190,4,Mechanical,8.41,<3L,Before Counselling,34,0,2,No,Yes,Time,3
L9191,1,CSE,9.95,6-10L,After Understanding,33,4,17,Yes,No,Fee,3
L9192,4,IT,5.07,6-10L,Before Counselling,18,0,3,No,No,Fee,7
L9193,4,Mechanical,6.53,<3L,After Understanding,25,0,7,No,No,Fee,3
L9194,4,CSE,5.31,<3L,After Counselling,41,1,2,Yes,No,Fee,4
L9195,1,Civil,6.58,10L+,After Understanding,30,2,23,Yes,Yes,Job,4
L9196,3,Civil,7.03,<3L,After Understanding,37,1,18,No,No,Job,7
L9197,4,Mechanical,9.6,3-6L,After Application,20,2,18,No,Yes,Fee,9
L9198,3,CSE,5.4,3-6L,After Understanding,45,3,23,No,Yes,Trust,6
L9199,3,IT,8.89,6-10L,After Counselling,2,1,2,No,No,Job,8
L9200,4,IT,6.98,10L+,After Understanding,13,3,17,No,Yes,Fee,7
L9201,2,CSE,9.06,<3L,After Counselling,40,2,10,No,No,Job,4
L9202,3,Civil,7.57,3-6L,After Counselling,42,0,3,No,No,Time,5
L9203,2,CSE,5.2,3-6L,After Counselling,20,3,22,No,Yes,Trust,5
L9204,4,Civil,9.73,10L+,After Application,6,3,6,No,No,Fee,2
L9205,1,Civil,5.41,6-10L,Before Counselling,11,2,9,No,Yes,Trust,8
L9206,3,IT,7.99,3-6L,Before Counselling,46,2,2,No,No,Job,1
L9207,3,Mechanical,9.39,6-10L,After Counselling,25,1,10,No,Yes,Job,6
L9208,3,ECE,5.4,<3L,After Application,42,1,15,No,No,Time,2
L9209,3,CSE,7.77,<3L,After Application,10,2,18,Yes,No,Fee,6
L9210,4,Civil,9.12,<3L,Before Counselling,31,3,6,No,No,Fee,4
L9211,4,CSE,9.93,<3L,After Counselling,43,4,9,Yes,No,Difficulty,8
L9212,1,Mechanical,8.62,3-6L,Before Counselling,4,1,18,No,No,Time,8
L9213,2,Mechanical,6.39,6-10L,Before Counselling,25,2,22,No,Yes,Trust,6
L9214,1,ECE,8.5,3-6L,After Application,28,4,13,Yes,No,Fee,3
L9215,2,ECE,8.53,3-6L,After Application,24,4,20,No,No,Difficulty,2
L9216,3,Civil,8.5,<3L,After Understanding,35,4,9,No,No,Trust,7
L9217,4,ECE,9.27,3-6L,After Application,41,4,20,No,No,Job,6
L9218,4,Civil,5.44,3-6L,After Application,5,0,13,Yes,No,Job,9
L9219,1,IT,5.54,3-6L,Before Counselling,33,1,9,No,Yes,Time,1
L9220,1,Civil,8.2,<3L,After Application,11,4,12,No,No,Job,3
L9221,3,ECE,9.77,3-6L,After Application,8,4,12,No,No,Job,6
L9222,3,CSE,7.33,3-6L,Before Counselling,21,2,16,No,Yes,Difficulty,5
L9223,2,ECE,9.8,3-6L,After Application,32,2,3,No,No,Trust,2
L9224,4,Mechanical,9.69,<3L,After Application,5,0,4,No,No,Trust,5
L9225,4,ECE,9.51,<3L,After Understanding,34,4,2,No,No,Difficulty,8
L9226,2,IT,9.55,<3L,After Counselling,9,0,2,Yes,No,Trust,9
L9227,4,Civil,9.49,6-10L,After Understanding,38,2,5,No,Yes,Trust,9
L9228,2,Mechanical,9.1,6-10L,After Application,43,1,22,No,No,Time,6
L9229,3,Civil,8.47,10L+,Before Counselling,32,3,20,No,No,Fee,9
L9230,2,Civil,5.12,3-6L,Before Counselling,10,3,19,No,No,Trust,5
L9231,1,ECE,5.66,<3L,After Counselling,12,0,2,No,No,Trust,2
L9232,4,CSE,5.67,6-10L,Before Counselling,35,2,20,No,No,Trust,6
L9233,2,Mechanical,5.12,3-6L,After Application,39,3,2,Yes,No,Job,9
L9234,3,IT,5.58,<3L,After Understanding,18,4,11,No,No,Difficulty,9
L9235,2,IT,9.6,6-10L,After Counselling,23,1,23,No,No,Time,1
L9236,1,CSE,8.32,<3L,After Understanding,12,2,14,No,Yes,Job,3
L9237,1,CSE,6.56,<3L,Before Counselling,31,0,20,No,No,Difficulty,7
L9238,2,ECE,8.97,6-10L,After Application,11,2,21,No,No,Time,3
L9239,3,IT,7.44,6-10L,After Counselling,34,1,9,No,Yes,Job,9
L9240,2,Mechanical,5.71,6-10L,Before Counselling,27,2,6,No,No,Time,6
L9241,3,CSE,9.42,<3L,Before Counselling,21,0,12,Yes,No,Trust,2
L9242,3,CSE,6.69,6-10L,After Understanding,10,4,22,No,Yes,Job,7
L9243,3,CSE,8.49,6-10L,Before Counselling,13,2,9,Yes,Yes,Job,7
L9244,2,Mechanical,6.45,6-10L,After Understanding,45,0,15,No,No,Fee,7
L9245,4,IT,7.5,6-10L,Before Counselling,47,4,13,No,No,Trust,2
L9246,2,Mechanical,9.08,3-6L,After Understanding,25,3,12,No,Yes,Trust,6
L9247,2,Mechanical,5.78,<3L,After Understanding,13,2,14,Yes,No,Job,4
L9248,1,ECE,9.89,6-10L,After Application,41,4,11,No,No,Job,2
L9249,2,CSE,5.35,3-6L,After Counselling,6,3,21,No,No,Difficulty,1
L9250,1,IT,7.67,<3L,After Counselling,35,2,9,No,Yes,Fee,3
L9251,3,ECE,9.58,6-10L,After Application,28,2,11,No,No,Job,6
L9252,2,ECE,9.73,3-6L,Before Counselling,20,1,22,No,Yes,Time,5
L9253,2,Civil,6.16,3-6L,Before Counselling,20,2,7,Yes,Yes,Difficulty,9
L9254,3,CSE,5.72,<3L,After Counselling,41,2,2,No,Yes,Job,5
L9255,2,IT,8.62,<3L,After Understanding,4,4,10,Yes,Yes,Trust,2
L9256,2,IT,5.21,<3L,After Understanding,20,0,5,No,Yes,Fee,7
L9257,1,IT,7.43,6-10L,After Counselling,5,1,2,No,Yes,Difficulty,6
L9258,3,CSE,8.98,<3L,After Counselling,22,2,24,Yes,Yes,Time,5
L9259,1,IT,7.8,<3L,After Application,24,4,11,No,No,Difficulty,5
L9260,2,Mechanical,5.94,10L+,Before Counselling,44,4,21,No,No,Fee,6
L9261,3,Mechanical,7.44,<3L,After Understanding,17,0,22,No,No,Fee,5
L9262,3,CSE,9.61,3-6L,After Application,5,3,8,Yes,Yes,Difficulty,5
L9263,3,IT,8.09,10L+,After Counselling,26,2,24,No,Yes,Time,9
L9264,4,Civil,8.61,3-6L,After Application,36,3,8,No,No,Difficulty,6
L9265,1,Civil,6.68,6-10L,After Application,8,0,6,Yes,No,Trust,9
L9266,2,Civil,5.94,10L+,After Understanding,9,4,3,Yes,No,Difficulty,3
L9267,2,Mechanical,6.28,6-10L,After Application,17,3,10,Yes,Yes,Job,7
L9268,1,Civil,7.67,3-6L,After Understanding,8,0,7,Yes,Yes,Job,8
L9269,2,IT,6.4,<3L,After Counselling,5,3,23,No,No,Time,1
L9270,2,IT,7.71,3-6L,After Understanding,10,4,10,No,No,Job,3
L9271,3,Civil,8.54,6-10L,Before Counselling,14,2,16,No,No,Job,7
L9272,3,ECE,8.67,6-10L,After Counselling,27,1,14,No,No,Difficulty,3
L9273,2,Civil,5.82,6-10L,After Understanding,27,4,16,No,No,Difficulty,8
L9274,3,ECE,8.75,3-6L,After Counselling,5,3,2,No,No,Fee,5
L9275,2,CSE,8.36,3-6L,After Application,15,2,16,No,Yes,Job,6
L9276,2,CSE,5.06,<3L,After Counselling,28,1,19,No,Yes,Job,1
L9277,3,IT,5.29,<3L,After Understanding,5,0,12,No,No,Fee,9
L9278,1,Mechanical,8.23,6-10L,After Application,22,2,4,No,No,Fee,7
L9279,1,IT,6.92,<3L,Before Counselling,12,4,2,No,No,Time,5
L9280,2,IT,5.73,<3L,After Counselling,42,3,5,No,No,Fee,5
L9281,4,Mechanical,5.22,6-10L,After Understanding,8,1,3,No,No,Fee,4
L9282,3,IT,5.8,<3L,After Counselling,1,2,17,No,No,Job,1
L9283,1,Mechanical,9.79,10L+,After Counselling,35,1,20,No,No,Trust,1
L9284,4,IT,8.64,<3L,After Understanding,16,1,17,Yes,No,Time,1
L9285,3,CSE,7.64,10L+,Before Counselling,30,2,13,Yes,Yes,Time,3
L9286,3,ECE,9.71,3-6L,After Understanding,43,3,9,No,No,Difficulty,4
L9287,4,IT,8.1,<3L,After Counselling,41,0,5,No,No,Time,4
L9288,2,ECE,8.63,3-6L,Before Counselling,10,2,17,No,No,Fee,5
L9289,2,Civil,6.41,6-10L,Before Counselling,34,0,10,Yes,No,Time,4
L9290,3,IT,7.94,3-6L,Before Counselling,11,1,23,No,No,Time,5
L9291,3,CSE,5.72,3-6L,Before Counselling,20,1,16,No,No,Difficulty,5
L9292,3,Mechanical,7.02,10L+,After Counselling,43,3,13,No,No,Difficulty,3
L9293,3,CSE,5.17,<3L,After Understanding,7,2,18,No,Yes,Time,6
L9294,4,ECE,6.08,6-10L,After Understanding,21,2,23,Yes,Yes,Job,4
L9295,4,Mechanical,5.37,<3L,After Application,11,4,24,No,No,Fee,1
L9296,4,CSE,6.94,3-6L,After Application,37,3,16,No,No,Fee,6
L9297,4,CSE,9.22,<3L,After Application,23,2,5,No,No,Fee,8
L9298,4,CSE,6.89,3-6L,Before Counselling,44,1,9,Yes,Yes,Difficulty,1
L9299,1,Mechanical,9.16,<3L,Before Counselling,31,3,4,Yes,No,Fee,3
L9300,2,CSE,8.28,<3L,After Understanding,18,4,8,Yes,No,Job,5
L9301,2,CSE,7.55,3-6L,Before Counselling,24,4,8,No,No,Fee,7
L9302,4,ECE,6.18,3-6L,After Understanding,22,1,16,Yes,No,Difficulty,9
L9303,3,CSE,9.61,3-6L,After Application,37,2,21,No,No,Job,8
L9304,3,CSE,5.27,3-6L,After Understanding,47,1,18,No,No,Time,2
L9305,1,Civil,8.44,<3L,Before Counselling,44,4,11,No,No,Trust,9
L9306,2,Mechanical,8.11,10L+,After Understanding,1,3,17,Yes,No,Job,2
L9307,3,Civil,7.21,<3L,After Understanding,6,2,17,Yes,No,Difficulty,6
L9308,1,ECE,6.2,<3L,After Understanding,38,1,23,No,No,Job,4
L9309,2,Civil,7.15,3-6L,Before Counselling,29,2,16,Yes,Yes,Job,8
L9310,2,IT,9.36,6-10L,After Counselling,43,3,13,Yes,No,Difficulty,4
L9311,2,Mechanical,9.18,<3L,After Application,11,4,8,No,Yes,Trust,9
L9312,3,CSE,9.71,<3L,After Counselling,16,1,4,Yes,Yes,Time,2
L9313,2,Civil,6.54,6-10L,After Counselling,6,4,22,Yes,Yes,Difficulty,4
L9314,3,Civil,6.94,3-6L,After Counselling,1,1,24,No,Yes,Time,7
L9315,1,CSE,5.09,3-6L,After Counselling,35,2,3,No,No,Time,2
L9316,4,CSE,9.71,10L+,Before Counselling,24,0,5,No,No,Fee,1
L9317,2,ECE,6.65,<3L,Before Counselling,38,1,24,Yes,No,Job,2
L9318,3,Civil,7.02,3-6L,After Counselling,3,1,24,Yes,Yes,Trust,2
L9319,3,Civil,9.54,<3L,After Counselling,40,4,9,No,Yes,Time,6
L9320,2,IT,7.63,<3L,After Understanding,2,0,11,No,Yes,Time,3
L9321,4,IT,7.83,<3L,After Understanding,15,0,13,No,No,Job,7
L9322,3,Civil,5.88,3-6L,After Application,22,0,13,No,Yes,Fee,4
L9323,2,IT,7.49,<3L,After Application,46,0,10,No,No,Fee,2
L9324,1,Civil,9.59,3-6L,After Application,46,3,12,No,No,Trust,2
L9325,4,Mechanical,7.79,10L+,After Understanding,4,2,14,No,Yes,Fee,2
L9326,3,ECE,6.28,6-10L,After Counselling,24,1,2,No,No,Trust,4
L9327,2,IT,5.16,<3L,After Counselling,19,2,4,Yes,No,Trust,8
L9328,2,Civil,6.68,<3L,After Application,30,2,23,No,Yes,Time,3
L9329,4,IT,7.86,3-6L,After Application,22,2,12,No,No,Trust,6
L9330,3,ECE,5.21,<3L,Before Counselling,39,2,16,No,No,Difficulty,4
L9331,3,Mechanical,8.05,10L+,After Application,40,3,8,No,No,Trust,2
L9332,2,CSE,7.62,10L+,After Understanding,27,4,17,Yes,Yes,Trust,3
L9333,3,CSE,8.92,3-6L,After Understanding,15,3,7,No,No,Difficulty,4
L9334,2,IT,5.14,<3L,After Application,37,1,21,No,No,Job,9
L9335,2,Civil,8.9,10L+,After Application,1,0,11,Yes,Yes,Fee,5
L9336,3,ECE,7.6,6-10L,Before Counselling,12,4,5,No,Yes,Fee,7
L9337,4,Mechanical,6.85,3-6L,Before Counselling,9,1,7,No,No,Fee,1
L9338,2,Mechanical,9.83,<3L,Before Counselling,19,0,13,No,No,Job,1
L9339,2,Mechanical,5.8,3-6L,After Understanding,18,3,4,No,No,Difficulty,6
L9340,3,CSE,7.71,10L+,Before Counselling,39,2,13,Yes,No,Fee,7
L9341,3,ECE,6.6,<3L,After Counselling,11,1,24,No,No,Fee,1
L9342,4,CSE,7.64,6-10L,After Counselling,11,2,17,Yes,No,Trust,4
L9343,3,IT,7.76,<3L,After Counselling,30,2,13,No,Yes,Job,6
L9344,1,Mechanical,5.45,10L+,Before Counselling,20,2,16,Yes,No,Fee,2
L9345,4,ECE,8.31,3-6L,After Understanding,15,4,23,No,No,Job,9
L9346,3,Mechanical,8.17,<3L,After Understanding,25,0,24,No,No,Fee,2
L9347,4,CSE,8.85,<3L,Before Counselling,3,2,22,No,No,Fee,5
L9348,3,CSE,5.45,3-6L,After Application,43,1,22,No,No,Fee,1
L9349,4,CSE,6.49,<3L,After Application,26,4,19,No,Yes,Difficulty,6
L9350,1,Mechanical,8.25,3-6L,Before Counselling,45,0,17,No,Yes,Trust,3
L9351,2,ECE,5.68,<3L,After Understanding,28,1,7,No,Yes,Difficulty,6
L9352,4,ECE,8.39,<3L,After Counselling,6,4,18,No,Yes,Job,9
L9353,2,IT,5.3,3-6L,After Application,46,4,24,No,No,Trust,8
L9354,1,Mechanical,6.67,3-6L,After Counselling,32,0,4,Yes,Yes,Time,2
L9355,3,IT,9.23,3-6L,After Understanding,11,2,19,No,No,Difficulty,9
L9356,4,IT,8.87,3-6L,After Application,13,1,12,Yes,Yes,Trust,1
L9357,1,IT,8.22,3-6L,Before Counselling,17,3,24,Yes,No,Fee,3
